Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,1.09,,1.77
12M 2013,13.89,9.34,17.56,5.67,26.28,43.2,39.08,77.37,1.32,2.3,0.21,0.36,2.3,2.3,1.23
12M 2014,13.05,8.55,12.32,9.28,27.97,29.16,42.71,37.41,1.23,1.2,0.2,0.19,11.41,11.41,1.04
12M 2015,10.79,11.63,14.77,7.65,33.83,32.15,31.39,25.95,1.28,1.24,0.21,0.19,-14.07,-14.07,0.97
12M 2016,12.35,13.59,32.24,-6.3,29.56,25.03,26.86,23.72,1.34,1.33,0.21,0.19,-31.78,-31.78,0.99
12M 2017,17.31,10.97,60.96,-32.68,21.09,16.74,33.27,41.4,1.17,1.08,0.2,0.2,-2.31,-2.31,0.82
12M 2018,20.47,7.43,131.52,-103.62,17.83,14.95,49.11,48.61,0.87,0.69,0.2,0.17,-1.04,-1.04,0.68
12M 2019,22.44,7.84,96.89,-66.61,16.27,15.5,46.53,44.27,0.63,0.53,0.18,0.17,-2.82,-2.82,0.84
12M 2020,24.82,9.75,28.45,6.12,14.7,11.92,37.42,25.78,0.52,0.5,0.17,0.17,-3.07,-3.07,0.86
12M 2021,27.19,9.19,49.9,-13.52,13.43,12.43,39.72,47.23,0.47,0.47,0.17,0.17,-2.24,-2.24,0.83
12M 2022,31.12,7.2,52.71,-14.39,11.73,9.98,50.71,48.96,0.52,0.52,0.19,0.19,-1.29,-1.29,0.71
12M 2023,39.78,13.24,32.6,20.42,9.18,8.18,27.56,21.48,0.53,0.52,0.19,0.18,-5.69,-5.69,0.92
12M 2024,38.19,18.48,27.07,29.6,9.56,9.6,19.75,19.35,0.54,0.54,0.19,0.18,-4.39,-4.39,0.89
