Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.39,0.38,0.13,1.48,0.0,0.0,0.07,0.09,0.48
12M 2014,0.64,0.64,0.16,2.0,0.0,0.0,-0.25,0.08,1.0
12M 2015,0.93,0.93,0.15,2.02,0.0,0.0,-0.52,0.07,1.02
12M 2016,1.11,1.11,0.15,1.78,0.0,0.0,-0.42,0.08,0.78
12M 2017,1.59,1.58,0.16,1.5,0.0,0.0,-0.26,0.1,0.5
12M 2018,1.88,1.87,0.12,1.34,0.0,0.0,-0.13,0.09,0.34
12M 2019,1.21,1.2,0.11,1.32,0.0,0.0,-0.07,0.08,0.32
12M 2020,0.94,0.93,0.15,1.36,0.0,0.0,0.05,0.11,0.36
12M 2021,0.97,0.96,0.15,1.37,0.0,0.0,0.03,0.11,0.37
12M 2022,1.17,1.16,0.05,1.27,0.0,0.0,-0.1,0.04,0.27
12M 2023,1.5,1.48,0.0,1.22,0.0,0.0,-0.2,0.0,0.22
12M 2024,2.11,2.1,0.0,1.22,0.0,0.0,-0.3,0.0,0.22
