Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.95 B,385.53,24.64,9.01,,12.88%,19.05%,40.79%,19.51
12M 2014,0.95 B,461.37,33.16,12.56,,10.14%,20.24%,21.50%,24.44
12M 2015,0.95 B,938.24,17.99,7.64,,15.58%,31.45%,31.29%,56.77
12M 2016,0.95 B,1264.90,20.36,9.52,,18.14%,32.29%,32.56%,117.38
12M 2017,0.95 B,1258.86,28.99,13.62,,17.48%,26.23%,25.23%,244.63
12M 2018,0.95 B,1074.24,20.95,9.62,"1,200.46 B",14.53%,19.47%,18.26%,413.37
12M 2019,0.95 B,648.37,24.99,8.20,978.51 B,8.45%,11.17%,11.56%,11.84
12M 2020,0.95 B,243.91,114.80,21.77,557.15 B,3.03%,4.12%,4.44%,6.69
12M 2021,0.95 B,342.50,72.77,17.93,675.70 B,4.06%,5.56%,5.82%,9.57
12M 2022,0.95 B,739.68,52.73,18.95,"1,135.41 B",8.60%,10.91%,11.46%,24.44
12M 2023,0.95 B,890.58,30.54,11.08,"1,327.03 B",10.07%,12.32%,13.85%,13759.67
12M 2024,0.95 B,1039.51,23.95,9.51,"1,438.87 B",11.03%,13.44%,14.88%,17784.69
