Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.73,0.4,0.39,1.62,0.0,0.0,0.38,0.24,0.62
12M 2009,0.17,0.11,0.41,1.67,0.0,0.0,0.39,0.24,0.67
12M 2010,0.15,0.09,0.0,1.91,0.0,0.0,-0.03,0.0,0.91
12M 2011,0.34,0.31,0.0,1.98,0.0,0.0,-0.03,0.0,0.98
12M 2012,0.23,0.22,0.0,2.71,0.0,0.0,-0.02,0.0,1.71
12M 2013,0.75,0.75,8.9,18.46,0.0,0.0,8.9,0.48,17.46
12M 2014,1.97,1.97,14.15,23.47,0.0,0.0,14.13,0.6,22.47
12M 2015,5.06,5.06,0.0,2.96,0.0,0.0,-0.29,0.0,1.95
12M 2016,4.81,4.81,0.28,1.37,0.0,0.0,0.27,0.2,0.37
12M 2017,2.52,0.22,0.33,1.47,0.0,0.0,0.32,0.23,0.47
12M 2018,2.7,0.42,0.33,1.43,0.0,0.0,0.32,0.23,0.43
12M 2019,0.75,0.15,0.13,1.59,0.0,0.0,0.11,0.08,0.59
12M 2020,0.32,0.3,0.14,1.23,0.0,0.0,0.13,0.11,0.23
12M 2021,0.15,0.13,0.18,1.55,0.0,0.0,0.17,0.12,0.55
12M 2022,0.13,0.1,0.18,1.67,0.0,0.0,0.17,0.11,0.67
12M 2023,0.38,0.37,0.17,0.28,0.0,0.0,0.16,0.6,0.67
