Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.04,0.36,0.74,2.37,0.0,0.0,0.74,0.31,1.36
12M 2014,0.84,0.29,0.81,2.93,0.0,0.0,0.81,0.28,1.92
12M 2015,0.81,0.28,2.23,5.76,0.0,0.0,2.23,0.39,4.74
12M 2016,0.2,0.07,-2.2,-4.27,-0.0,0.0,-2.2,0.52,-5.27
12M 2017,0.03,0.02,-1.13,-2.18,-0.0,0.0,-1.13,0.52,-3.18
12M 2018,0.47,0.45,0.45,1.74,0.0,0.0,0.35,0.26,0.7
12M 2019,0.79,0.55,0.35,1.5,0.0,0.0,0.27,0.23,0.49
12M 2020,0.48,0.22,0.36,1.54,0.0,0.0,0.35,0.23,0.53
12M 2021,0.87,0.73,0.38,1.63,0.0,0.0,0.37,0.23,0.6
12M 2022,0.35,0.3,0.37,1.67,0.0,0.0,0.37,0.22,0.64
12M 2023,0.47,0.37,0.3,1.61,0.0,0.0,0.3,0.19,0.59
12M 2024,0.38,0.31,0.31,1.67,0.0,0.0,0.31,0.18,0.65
