Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,20.34 B,39.24,14.78,1.96,,1.24%,10.06%,3.48%,
12M 2009,24.09 B,42.95,17.69,2.48,,1.33%,9.63%,1.89%,
12M 2010,24.09 B,58.71,19.42,3.36,,1.30%,11.55%,1.94%,
12M 2011,24.09 B,75.99,10.26,1.89,,1.47%,12.85%,2.25%,
12M 2012,24.09 B,87.49,7.20,1.32,,1.42%,12.85%,2.17%,
12M 2013,24.09 B,93.82,7.03,1.22,,1.38%,12.18%,2.05%,
12M 2014,24.09 B,97.80,11.91,1.81,,1.37%,11.23%,1.99%,
12M 2015,24.09 B,58.41,14.04,1.17,,0.77%,4.96%,1.36%,
12M 2016,24.09 B,99.86,7.51,1.04,,1.21%,7.61%,1.68%,
12M 2017,24.09 B,100.15,11.38,1.57,,1.13%,7.10%,1.40%,
12M 2018,24.09 B,129.22,8.86,1.60,"4,677.34 B",1.50%,8.25%,2.08%,
12M 2019,24.09 B,137.70,9.69,1.81,"4,751.21 B",1.57%,8.02%,2.11%,
12M 2020,24.09 B,128.83,8.27,1.58,"4,407.87 B",1.42%,7.02%,1.83%,
12M 2021,24.09 B,85.67,8.99,1.29,"3,045.84 B",1.01%,4.54%,1.16%,
12M 2022,24.09 B,126.28,12.20,2.67,"4,710.20 B",1.43%,6.42%,1.95%,
12M 2023,24.09 B,105.11,11.51,2.00,"4,150.87 B",1.14%,5.09%,1.69%,
12M 2024,24.09 B,113.67,16.36,2.90,"4,218.12 B",1.12%,5.23%,1.59%,
