Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.49,390.21,1.49,390.21,,,,,
12M 2009,1.70,445.95,1.70,445.95,,,,,
12M 2010,2.24,508.13,2.24,508.13,,,,,
12M 2011,1.32,591.22,1.32,591.22,,,,,
12M 2012,0.93,681.03,0.93,681.03,,,,,
12M 2013,0.86,770.11,0.86,769.69,,,,,
12M 2014,1.34,870.80,1.34,870.39,,,,,
12M 2015,0.70,1177.00,0.70,1176.59,,,,,
12M 2016,0.57,1312.49,0.57,1312.08,,,,,
12M 2017,0.81,1410.76,0.81,1410.76,,,,,
12M 2018,0.73,1567.03,0.73,1567.03,,,,,
12M 2019,0.78,1717.67,0.78,1711.63,,,,,
12M 2020,0.58,1835.93,0.58,1827.03,,,,,
12M 2021,0.41,1886.68,0.41,1873.35,,,,,
12M 2022,0.78,1967.85,0.79,1950.17,,,,,
12M 2023,0.59,2063.50,0.59,2041.81,,,,,
12M 2024,0.86,2172.25,0.87,2147.48,,,,,
