Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,19.40 B,306.73,2.97,0.48,,10.38%,46.64%,70.39%,27.51
12M 2009,19.40 B,137.41,17.65,1.55,,3.83%,19.28%,14.27%,3.53
12M 2010,20.77 B,235.02,12.87,1.60,,6.19%,33.57%,17.92%,1.74
12M 2011,20.77 B,96.26,22.60,1.25,,2.99%,24.82%,19.22%,1.70
12M 2012,20.77 B,-310.12,-1.90,0.34,,-9.06%,-441.45%,9.01%,0.69
12M 2013,20.77 B,-357.61,-0.84,0.14,,-8.70%,123.62%,7.56%,0.35
12M 2014,20.77 B,-232.36,-0.34,0.05,,-5.97%,45.94%,6.49%,0.07
12M 2015,36.63 B,-703.99,-0.07,3.38,,-55.07%,67.16%,0.77%,-0.02
12M 2016,36.63 B,24.59,11.31,32.74,,2.16%,-2.47%,-5.27%,-0.02
12M 2017,65.38 B,76.41,3.53,75.94,,9.98%,-84.03%,-0.89%,-0.10
12M 2018,65.48 B,47.97,2.15,0.43,"1,024.75 B",5.55%,-109.88%,1.53%,0.25
12M 2019,65.48 B,1.48,44.59,0.27,"1,093.84 B",0.19%,-3.59%,1.22%,0.22
12M 2020,68.23 B,-72.22,-1.00,0.43,977.22 B,-10.19%,58.34%,1.27%,0.13
12M 2021,74.27 B,32.37,2.07,0.34,"2,339.98 B",3.99%,-35.04%,7.20%,0.58
12M 2022,371.32 B,21.04,7.65,2.20,"3,887.31 B",11.17%,31.75%,8.88%,1.38
12M 2023,371.32 B,0.45,188.89,1.23,"1,535.49 B",0.26%,0.70%,1.61%,2.52
12M 2024,271.34 B,3.94,29.95,1.49,"2,793.71 B",1.59%,4.11%,1.82%,2.90
