Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.70 B,5.13,0.00,0.00,,1.46%,1.99%,6.66%,5.15
12M 2014,0.70 B,21.38,0.00,0.00,,9.75%,15.05%,13.91%,13.45
12M 2015,0.70 B,24.91,28.50,2.49,,10.26%,16.15%,23.97%,20.24
12M 2016,0.70 B,27.31,25.81,2.71,,10.95%,14.72%,28.62%,24.13
12M 2017,0.70 B,1.51,490.07,2.65,,0.66%,0.81%,5.93%,3.34
12M 2018,0.70 B,-72.78,-10.03,6.12,(53.65 B),-34.46%,-63.72%,-54.92%,-31.57
12M 2019,0.70 B,9.68,64.05,2.30,23.53 B,4.53%,7.85%,15.37%,6.17
12M 2020,0.70 B,1.27,397.64,1.78,15.74 B,0.48%,1.03%,6.95%,2.63
12M 2021,0.70 B,2.60,248.08,2.39,15.69 B,1.30%,2.04%,7.11%,2.81
12M 2022,0.70 B,9.85,62.94,2.35,24.01 B,2.67%,7.08%,9.93%,4.50
12M 2023,0.70 B,3.41,103.23,1.36,16.19 B,0.69%,2.39%,4.15%,4.54
12M 2024,0.70 B,-46.46,-12.59,1.62,21.42 B,-10.54%,-48.20%,-3.13%,-0.46
