Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,0.07 B,1556.84,0.00,0.00,,9.18%,12.98%,10.95%,6.10
12M 2011,7.00 B,17.08,0.00,0.00,,7.27%,13.36%,17.86%,5.23
12M 2012,9.36 B,50.23,13.54,6.60,,0.00%,26.57%,114.80%,22.44
12M 2013,9.63 B,77.23,5.76,3.24,,22.13%,30.04%,61.19%,125.77
12M 2014,9.65 B,40.53,18.01,8.39,,10.70%,13.73%,15.77%,54.35
12M 2015,9.65 B,21.94,13.40,4.13,,4.57%,6.96%,10.78%,4.39
12M 2016,9.65 B,34.83,7.29,2.97,,6.45%,9.92%,11.71%,3.54
12M 2017,9.65 B,50.10,4.99,2.40,,8.45%,12.57%,12.46%,3.73
12M 2018,9.65 B,43.81,4.75,2.08,588.19 B,6.72%,10.13%,10.44%,4.03
12M 2019,9.65 B,39.41,5.48,2.19,528.65 B,5.94%,8.51%,8.38%,3.12
12M 2020,9.65 B,-11.94,-15.08,7.17,47.14 B,-1.83%,-2.64%,0.36%,0.16
12M 2021,9.65 B,-7.37,-15.20,4.70,52.70 B,-1.18%,-1.65%,0.51%,0.27
12M 2022,9.65 B,3.50,38.00,2.36,239.55 B,0.56%,0.78%,3.81%,1.61
12M 2023,9.65 B,4.10,33.41,2.43,249.18 B,0.67%,0.91%,3.94%,1.26
12M 2024,9.65 B,6.07,16.64,2.13,191.62 B,1.01%,1.32%,3.05%,1.49
