Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,3.41,1.86,0.16,1.32,0.07,0.05,0.12,0.12,0.32
12M 2010,2.73,0.2,0.25,1.41,0.0,0.0,0.22,0.17,0.41
12M 2011,2.15,0.15,0.3,1.84,0.0,0.0,0.23,0.16,0.84
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2013,2.53,1.85,0.22,1.36,0.0,0.0,0.0,0.16,0.36
12M 2014,2.26,1.59,0.17,1.28,0.0,0.0,0.06,0.13,0.28
12M 2015,3.92,2.97,0.47,1.52,0.0,0.0,0.35,0.31,0.52
12M 2016,3.29,1.98,0.5,1.54,0.0,0.0,0.37,0.33,0.54
12M 2017,2.76,1.51,0.4,1.49,0.0,0.0,0.27,0.27,0.49
12M 2018,7.76,4.24,0.45,1.51,0.0,0.0,0.18,0.3,0.51
12M 2019,11.4,6.39,0.39,1.43,0.0,0.0,0.24,0.28,0.43
12M 2020,10.53,4.43,0.41,1.44,0.0,0.0,0.23,0.29,0.44
12M 2021,5.81,1.91,0.38,1.41,0.0,0.0,0.25,0.27,0.41
12M 2022,9.24,3.13,0.38,1.4,0.0,0.0,0.25,0.27,0.4
12M 2023,10.03,3.1,0.33,1.36,0.0,0.0,0.23,0.24,0.36
12M 2024,9.92,2.91,0.29,1.32,0.0,0.0,0.22,0.22,0.32
