Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,288 B,(394 B),(106 B),-78.17
12M 2012,312 B,(502 B),(190 B),-88.54
12M 2013,271 B,(241 B),31 B,14.27
12M 2014,161 B,(920 B),(759 B),-353.94
12M 2015,471 B,(237 B),234 B,109.16
12M 2016,150 B,(20 B),130 B,60.53
12M 2017,79 B,(14 B),65 B,30.23
12M 2018,(2 B),(0 B),(2 B),-0.87
12M 2019,28 B,(0 B),28 B,4.57
12M 2020,22 B,,22 B,3.54
12M 2021,(7 B),,(7 B),-0.64
12M 2022,(7 B),,(7 B),-0.67
12M 2023,(3 B),(0 B),(3 B),-0.29
12M 2024,(8 B),,(8 B),-0.81
