Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,-2.43,,0.49
12M 2012,11.89,10.02,13.25,8.66,30.69,40.86,36.43,59.92,0.53,0.9,0.37,0.58,3.07,3.07,1.46
12M 2013,23.56,9.69,86.63,-53.38,15.49,11.43,37.65,34.6,0.54,0.51,0.35,0.35,31.63,31.63,1.04
12M 2014,61.94,10.23,113.82,-41.65,5.89,4.23,35.68,36.68,0.51,0.43,0.35,0.3,5.58,5.58,1.31
12M 2015,112.17,8.17,48.15,72.19,3.25,2.9,44.65,41.66,0.47,0.47,0.33,0.33,5.04,5.04,1.45
12M 2016,242.44,8.03,36.98,213.49,1.51,1.29,45.44,54.86,0.34,0.36,0.23,0.23,1.15,1.15,4.08
12M 2017,453.67,6.44,30.26,429.85,0.8,0.81,56.66,58.21,0.2,0.21,0.13,0.14,-3.71,-3.71,0.85
12M 2018,400.41,5.88,20.5,385.79,0.91,1.0,62.03,66.4,0.23,0.29,0.15,0.17,-0.22,-0.22,0.31
12M 2019,446.83,5.31,15.68,436.46,0.82,1.74,68.75,78.93,0.28,0.44,0.15,0.25,-0.26,-0.26,0.29
12M 2020,983.94,5.85,29.64,960.15,0.37,0.51,62.35,64.1,0.12,0.19,0.06,0.08,-0.05,-0.05,0.27
12M 2021,1064.9,16.43,50.29,1031.04,0.34,0.38,22.22,22.22,0.16,0.71,0.04,0.07,0.1,0.1,7.2
12M 2022,1813.89,37.78,8.33,1843.34,0.2,0.26,9.66,10.0,0.44,0.56,0.04,0.04,0.05,0.05,7.68
12M 2023,818.51,36.92,8.85,846.58,0.45,0.45,9.89,10.6,1.04,1.14,0.07,0.07,0.09,0.09,7.57
12M 2024,827.24,40.36,10.41,857.19,0.44,0.44,9.04,9.04,1.02,1.09,0.06,0.06,0.07,0.07,60.86
