Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,1.35 B,44.13,0.00,0.00,,5.96%,28.91%,18.69%,
12M 2012,2.15 B,36.89,23.58,3.58,,4.44%,11.53%,9.44%,
12M 2013,2.15 B,61.72,23.66,4.56,,6.20%,16.63%,9.18%,
12M 2014,2.15 B,55.13,21.22,2.82,,3.93%,13.27%,13.93%,1.84
12M 2015,2.15 B,15.03,6.99,0.23,,1.12%,3.51%,9.68%,1.17
12M 2016,2.15 B,-85.99,-1.98,0.59,,-7.21%,-25.07%,-1.08%,-0.14
12M 2017,2.15 B,-229.02,-0.22,0.35,,-24.45%,-199.32%,-19.84%,-2.04
12M 2018,2.15 B,-389.81,-0.23,0.80,(75.50 B),-65.91%,143.18%,-52.77%,-1.96
12M 2019,6.15 B,-44.83,-1.12,2.29,(91.30 B),-57.48%,60.81%,91.32%,-37.36
12M 2020,6.15 B,-8.64,-5.79,14.26,(20.52 B),-21.84%,10.23%,31.71%,-13.05
12M 2021,10.22 B,18.45,2.71,70.38,(14.46 B),207.20%,244.41%,19.29%,-1344.78
12M 2022,10.22 B,-1.46,-34.25,173.37,(12.63 B),-20.37%,-23.81%,-20.16%,-611.68
12M 2023,10.22 B,-0.40,-125.00,105.38,(3.18 B),-5.88%,-6.93%,-6.99%,-388.23
12M 2024,10.22 B,-0.17,-41.18,18.35,(3.25 B),-3.01%,-3.15%,-6.64%,-677.16
