Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,0.42
12M 2011,42.67,103.88,43.05,103.5,8.55,12.04,3.51,5.76,6.32,15.31,1.63,3.0,-276.46,-276.46,0.99
12M 2012,42.06,75.4,42.37,75.09,8.68,8.81,4.84,4.67,3.33,2.09,1.54,1.15,69.49,69.49,1.04
12M 2013,36.07,69.09,36.91,68.25,10.12,11.15,5.28,5.48,2.41,2.17,1.41,1.34,428.64,428.64,1.01
12M 2014,45.96,84.37,24.43,105.9,7.94,9.42,4.33,5.09,2.08,2.1,1.2,1.27,941.27,941.27,1.0
12M 2015,45.25,71.59,12.6,104.24,8.07,8.03,5.1,4.57,2.75,2.56,1.42,1.25,12.25,12.25,1.26
12M 2016,39.69,71.88,10.21,101.36,9.2,14.33,5.08,5.02,2.49,2.38,1.31,1.34,15.38,15.38,1.27
12M 2017,33.89,77.43,12.97,98.35,10.77,9.85,4.71,3.85,2.39,2.39,1.27,1.2,66.9,66.9,1.04
12M 2018,38.8,78.3,17.53,99.57,9.41,10.58,4.66,4.59,2.53,2.36,1.27,1.18,307.39,307.39,1.01
12M 2019,40.12,80.4,20.92,99.6,9.1,8.44,4.54,4.04,2.67,2.67,1.29,1.24,32.41,32.41,1.08
12M 2020,42.42,105.1,27.73,119.79,8.61,7.99,3.47,3.83,2.37,2.28,1.13,1.1,115.53,115.53,1.02
12M 2021,29.73,94.28,20.01,104.0,12.28,10.97,3.87,3.53,2.83,2.8,1.34,1.27,30.73,30.73,1.09
12M 2022,34.47,98.73,18.15,115.05,10.59,11.28,3.7,3.2,3.26,3.16,1.45,1.38,15.43,15.43,1.18
12M 2023,44.01,89.86,20.33,113.54,8.29,8.78,4.06,4.17,3.48,3.46,1.5,1.5,12.26,12.26,1.28
12M 2024,51.65,90.32,21.78,120.19,7.07,8.16,4.04,3.89,3.16,3.17,1.35,1.37,12.73,12.73,1.22
