Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.15 B,560.98,0.36,0.11,,47.76%,-83.80%,15.54%,
12M 2012,0.15 B,42.37,7.81,0.10,,1.43%,7.15%,-5.55%,
12M 2013,0.16 B,54.47,5.18,0.07,,1.58%,6.90%,6.49%,
12M 2014,0.16 B,173.94,3.66,0.15,,4.86%,17.70%,12.88%,
12M 2015,0.16 B,438.63,2.08,0.16,,9.65%,29.84%,21.28%,
12M 2016,1.29 B,16.13,10.23,0.23,,2.93%,7.72%,9.46%,
12M 2017,1.29 B,-18.34,-6.43,0.16,,-2.94%,-9.74%,-2.00%,
12M 2018,1.29 B,11.74,10.56,0.15,49.67 B,1.67%,5.48%,7.31%,
12M 2019,1.29 B,9.25,15.14,0.15,58.37 B,1.20%,4.38%,7.48%,1.84
12M 2020,1.29 B,-11.00,-10.91,0.14,65.33 B,-1.46%,-5.50%,7.88%,1.96
12M 2021,1.29 B,17.62,12.15,0.21,67.63 B,2.18%,7.97%,8.11%,2.12
12M 2022,1.29 B,45.28,10.38,0.37,125.39 B,4.75%,15.89%,16.77%,4.01
12M 2023,1.29 B,32.38,7.29,0.16,122.01 B,3.38%,10.76%,13.77%,2.28
12M 2024,1.29 B,18.47,5.47,0.08,101.34 B,1.78%,5.48%,9.63%,1.66
