Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.30 B,-3.71,-17.52,0.28,,-1.75%,-3.84%,29.56%,3.88
12M 2009,1.30 B,23.19,3.49,0.37,,9.97%,19.37%,18.39%,6.55
12M 2010,1.50 B,16.44,5.47,0.48,,7.36%,10.75%,8.93%,24.96
12M 2011,1.50 B,14.62,5.13,0.36,,6.58%,9.90%,6.75%,59.48
12M 2012,1.50 B,2.80,30.71,0.38,,1.26%,1.92%,2.37%,6.42
12M 2013,1.50 B,1.25,52.00,0.35,,0.62%,0.86%,1.50%,3.62
12M 2014,1.50 B,6.42,12.62,0.41,,3.52%,4.27%,6.85%,45.98
12M 2015,1.50 B,1.24,52.42,0.37,,0.60%,0.84%,1.72%,1.80
12M 2016,1.50 B,16.74,6.69,0.53,,7.98%,10.19%,13.68%,23.13
12M 2017,1.36 B,-0.98,-73.47,0.26,,-0.33%,-0.59%,1.74%,3.60
12M 2018,1.36 B,-17.24,-4.87,0.26,6.25 B,-4.67%,-11.51%,-4.30%,-1.99
12M 2019,1.36 B,7.06,25.35,0.56,53.50 B,2.29%,4.52%,9.21%,2.86
12M 2020,1.36 B,-4.70,-42.13,0.83,35.11 B,-1.58%,-3.11%,2.61%,0.77
12M 2021,1.36 B,17.05,12.08,0.67,57.44 B,5.39%,10.05%,10.35%,4.52
12M 2022,1.36 B,34.20,8.19,0.72,91.17 B,9.95%,16.70%,20.34%,11.67
12M 2023,1.36 B,37.00,16.22,1.74,93.87 B,10.28%,15.10%,18.30%,17.07
12M 2024,1.36 B,12.45,43.78,1.86,48.97 B,3.65%,4.94%,5.16%,10.67
