Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.67,0.5,1.04,2.2,0.0,0.0,0.83,0.47,1.2
12M 2009,1.4,1.07,0.73,1.94,0.0,0.0,0.45,0.38,0.94
12M 2010,1.86,1.49,0.28,1.46,0.0,0.0,-0.02,0.19,0.46
12M 2011,1.4,1.07,0.29,1.51,0.0,0.0,0.14,0.2,0.51
12M 2012,1.44,0.99,0.35,1.53,0.0,0.0,0.31,0.23,0.53
12M 2013,1.84,1.35,0.2,1.39,0.0,0.0,0.03,0.15,0.39
12M 2014,2.88,1.75,0.02,1.21,0.0,0.0,0.01,0.01,0.21
12M 2015,1.18,0.74,0.23,1.39,0.0,0.0,0.21,0.17,0.39
12M 2016,1.5,0.99,0.09,1.28,0.0,0.0,0.09,0.07,0.28
12M 2017,1.72,0.98,0.39,1.76,0.0,0.0,0.37,0.22,0.75
12M 2018,1.0,0.71,0.97,2.46,0.0,0.0,0.67,0.39,1.46
12M 2019,1.41,0.79,0.69,1.97,0.0,0.0,0.64,0.35,0.97
12M 2020,1.59,1.04,0.7,1.97,0.0,0.0,0.5,0.36,0.97
12M 2021,1.33,0.88,0.46,1.87,0.0,0.0,0.21,0.25,0.87
12M 2022,1.79,1.36,0.39,1.68,0.0,0.0,-0.0,0.23,0.68
12M 2023,2.55,2.0,0.27,1.47,0.0,0.0,-0.11,0.18,0.47
12M 2024,4.09,3.09,0.19,1.35,0.0,0.0,-0.15,0.14,0.35
