Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.05,,10.38,,1.54,,1.07,-7.76,-7.76,0.67
12M 2009,49.07,37.09,20.0,66.16,7.44,7.62,9.84,9.07,1.49,1.51,0.98,0.95,8.65,8.65,1.4
12M 2010,56.16,43.55,20.72,78.99,6.5,7.45,8.38,8.24,1.56,1.6,0.89,0.89,3.87,3.87,1.86
12M 2011,58.72,44.0,27.16,75.56,6.22,7.26,8.29,7.65,1.71,1.73,0.92,0.98,7.74,7.74,1.4
12M 2012,50.93,46.73,23.62,74.04,7.17,7.37,7.81,6.88,1.85,1.85,1.03,0.99,8.07,8.07,1.44
12M 2013,54.53,59.74,22.4,91.87,6.69,7.13,6.11,6.94,1.57,1.62,0.88,0.91,4.86,4.86,1.84
12M 2014,57.48,49.73,22.94,84.27,6.35,6.21,7.34,7.38,1.74,1.79,1.02,1.09,5.03,5.03,2.88
12M 2015,58.03,52.53,21.39,89.17,6.29,6.77,6.95,7.12,1.55,1.51,0.9,0.86,21.22,21.22,1.18
12M 2016,41.28,38.32,15.02,64.58,8.84,7.72,9.53,10.29,1.59,1.62,1.03,1.02,13.57,13.57,1.5
12M 2017,45.91,43.55,29.43,60.03,7.95,6.68,8.38,7.3,1.55,1.58,1.07,1.03,7.24,7.24,1.72
12M 2018,51.83,54.07,42.74,63.16,7.04,6.16,6.75,6.62,1.7,1.71,0.97,0.94,734.52,734.52,1.0
12M 2019,50.9,57.1,34.16,73.84,7.17,7.45,6.39,6.21,1.62,1.53,0.95,1.03,12.26,12.26,1.41
12M 2020,57.79,66.67,22.53,101.93,6.32,6.96,5.48,5.92,1.22,1.25,0.79,0.82,6.44,6.44,1.59
12M 2021,44.26,54.16,23.22,75.2,8.25,7.61,6.74,6.01,1.73,1.78,1.0,0.98,9.77,9.77,1.33
12M 2022,38.91,49.38,22.94,65.35,9.38,8.54,7.39,7.76,2.28,2.33,1.17,1.12,5.34,5.34,1.79
12M 2023,42.5,53.97,24.87,71.6,8.59,8.59,6.76,6.85,2.02,2.05,0.98,0.96,3.33,3.33,2.55
12M 2024,42.24,56.32,25.62,72.94,8.64,9.36,6.48,6.28,1.75,1.78,0.84,0.85,2.5,2.5,4.09
