Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,38 B,,38 B,29.10
12M 2009,39 B,,39 B,30.37
12M 2010,31 B,,31 B,20.58
12M 2011,1 B,,1 B,0.90
12M 2012,(14 B),,(14 B),-9.54
12M 2013,62 B,,62 B,41.61
12M 2014,22 B,,22 B,14.88
12M 2015,25 B,,25 B,16.39
12M 2016,50 B,,50 B,33.12
12M 2017,11 B,,11 B,8.00
12M 2018,1 B,,1 B,1.05
12M 2019,19 B,,19 B,13.59
12M 2020,41 B,,41 B,30.23
12M 2021,49 B,,49 B,36.10
12M 2022,74 B,,74 B,54.32
12M 2023,83 B,,83 B,61.26
12M 2024,45 B,,45 B,32.99
