Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.02,0.5,5.78,9.7,0.0,0.0,5.57,0.6,8.69
12M 2009,1.01,0.5,3.39,6.23,0.0,0.0,3.28,0.54,5.23
12M 2010,1.23,0.53,2.92,5.31,0.0,0.0,2.75,0.55,4.31
12M 2011,1.44,0.9,0.78,2.26,0.0,0.0,0.52,0.35,1.24
12M 2012,1.31,0.85,0.86,2.52,0.0,0.0,0.65,0.34,1.48
12M 2013,3.34,2.24,0.82,2.42,0.0,0.0,0.42,0.34,1.4
12M 2014,3.86,2.95,0.51,1.94,0.0,0.0,-0.17,0.26,0.85
12M 2015,3.6,2.57,0.72,2.25,0.0,0.0,0.34,0.32,1.15
12M 2016,3.76,2.77,0.98,2.46,0.0,0.0,0.61,0.4,1.38
12M 2017,4.58,3.33,1.09,2.6,0.0,0.0,0.73,0.42,1.54
12M 2018,6.46,4.62,1.08,2.43,0.0,0.0,0.78,0.44,1.38
12M 2019,6.51,4.59,1.22,2.57,0.0,0.0,0.87,0.48,1.54
12M 2020,2.46,1.58,1.13,2.5,0.0,0.0,0.97,0.45,1.49
12M 2021,1.49,0.92,1.08,2.37,0.0,0.0,0.96,0.45,1.38
12M 2022,16.28,10.23,0.52,2.1,0.0,0.0,0.28,0.25,1.11
12M 2023,3.37,2.13,0.95,2.03,0.0,0.0,0.87,0.47,1.06
