Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.45 B,-92.94,-0.00,0.00,,-4.35%,-42.14%,46.75%,1.84
12M 2009,0.45 B,74.99,0.00,0.00,,4.08%,25.40%,18.84%,1.19
12M 2010,0.45 B,80.13,0.00,0.00,,4.02%,21.36%,21.11%,2.10
12M 2011,3.06 B,23.61,15.84,0.53,,4.77%,10.78%,18.35%,3.37
12M 2012,3.07 B,24.03,16.65,0.45,,3.68%,9.27%,17.56%,4.04
12M 2013,3.08 B,41.72,8.56,0.27,,4.51%,10.92%,14.75%,3.63
12M 2014,6.48 B,19.88,25.40,0.78,,2.83%,5.47%,5.69%,
12M 2015,6.48 B,19.40,28.87,0.65,,2.06%,4.63%,5.36%,
12M 2016,6.48 B,29.95,15.36,0.46,,2.78%,6.85%,5.57%,2.66
12M 2017,6.48 B,19.32,27.69,0.47,,1.61%,4.19%,6.22%,1.59
12M 2018,6.48 B,40.24,13.67,0.41,742.30 B,3.11%,7.56%,7.51%,1.85
12M 2019,6.48 B,44.20,11.54,0.35,858.76 B,3.13%,8.04%,8.54%,2.26
12M 2020,6.48 B,53.35,4.61,0.16,990.25 B,3.54%,8.84%,11.06%,2.75
12M 2021,6.48 B,35.66,4.32,0.10,800.96 B,2.32%,5.51%,11.02%,2.26
12M 2022,6.48 B,8.46,12.77,0.07,851.90 B,0.48%,1.02%,8.91%,1.94
12M 2023,21.48 B,-0.86,-58.14,0.12,692.38 B,-0.17%,-0.35%,5.58%,1.27
