Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,9.26,,5.03,,7.9,,1.86,161.51,161.51,1.02
12M 2009,30.51,84.22,46.74,67.99,11.96,14.77,4.33,4.91,7.41,7.62,1.8,1.93,443.42,443.42,1.01
12M 2010,35.07,98.34,45.38,88.03,10.41,8.3,3.71,3.47,6.99,7.19,1.67,1.6,11.49,11.49,1.23
12M 2011,39.56,76.55,35.13,80.98,9.23,7.21,4.77,4.57,7.89,6.5,1.81,1.48,6.31,6.31,1.44
12M 2012,55.94,72.43,48.05,80.32,6.53,6.72,5.04,5.04,6.56,6.16,1.53,1.51,7.59,7.59,1.31
12M 2013,46.72,60.36,46.5,60.58,7.81,8.0,6.05,5.38,7.1,6.14,1.71,1.56,2.86,2.86,3.34
12M 2014,51.89,74.47,56.39,69.97,7.03,7.28,4.9,4.64,5.15,4.89,1.14,0.96,1.61,1.61,3.86
12M 2015,50.5,76.99,54.78,72.71,7.23,6.18,4.74,3.96,4.25,3.23,1.05,0.95,1.81,1.81,3.6
12M 2016,56.51,85.14,53.03,88.62,6.46,5.49,4.29,4.25,3.83,3.98,0.98,0.96,1.68,1.68,3.76
12M 2017,59.1,86.05,45.59,99.56,6.18,5.43,4.24,3.87,4.45,4.49,1.0,0.94,1.58,1.58,4.58
12M 2018,59.83,84.02,33.25,110.6,6.1,5.57,4.34,3.97,5.29,5.09,1.08,1.0,1.58,1.58,6.46
12M 2019,61.68,90.11,26.94,124.85,5.92,5.79,4.05,3.89,5.82,5.82,1.07,1.06,1.51,1.51,6.51
12M 2020,64.31,107.12,33.41,138.02,5.68,5.32,3.41,3.03,6.69,6.76,1.05,1.03,2.07,2.07,2.46
12M 2021,70.64,127.19,37.21,160.62,5.17,5.04,2.87,2.71,7.35,7.63,1.0,0.99,3.57,3.57,1.49
12M 2022,71.36,137.69,19.71,189.34,5.11,5.22,2.65,2.38,8.04,8.08,0.97,0.93,1.12,1.12,16.28
12M 2023,88.15,166.67,6.56,248.26,4.14,4.03,2.19,2.2,8.38,10.36,0.8,0.82,1.31,1.31,3.37
