Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.61,92.21,0.61,92.21,,,,,
12M 2009,0.69,105.57,0.69,105.57,,,,,
12M 2010,0.67,117.06,0.67,117.06,,,,,
12M 2011,0.91,140.74,0.91,140.74,,,,,
12M 2012,0.74,165.35,0.74,165.35,,,,,
12M 2013,0.54,200.49,0.54,200.49,,,,,
12M 2014,0.63,246.37,0.63,246.37,,,,,
12M 2015,0.71,221.42,0.71,221.42,,,,,
12M 2016,0.60,229.32,0.60,229.32,,,,,
12M 2017,0.58,238.74,0.58,238.74,,,,,
12M 2018,0.95,89.75,0.95,89.75,,,,,
12M 2019,1.18,50.65,1.18,50.65,,,,,
12M 2020,1.47,47.68,1.47,47.68,,,,,
12M 2021,1.78,41.54,1.78,41.54,,,,,
12M 2022,1.80,42.87,1.80,42.87,,,,,
12M 2023,2.11,44.08,2.11,44.08,,,,,
12M 2024,1.89,45.57,1.89,45.57,,,,,
