Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,10.19,,0.84,,,0.0
12M 2009,,,,,,,,,15.43,15.96,0.92,0.85,,,0.0
12M 2010,,,,,,,,,21.9,21.14,1.06,1.01,,,0.0
12M 2011,,,,,,,,,22.39,20.0,1.11,1.1,,,0.0
12M 2012,,,,,,,,,24.68,25.27,0.93,0.8,,,0.0
12M 2013,,,,,,,,,29.15,28.52,0.83,0.83,,,0.0
12M 2014,,,,,,,,,32.08,32.45,0.8,0.78,,,0.0
12M 2015,,,,,,,,,16.26,16.36,0.6,0.62,,,0.0
12M 2016,,,,,,,,,8.31,7.14,0.49,0.58,,,0.0
12M 2017,,,,,,,,,5.77,5.91,0.4,0.45,,,0.0
12M 2018,,,,,,,,,6.13,7.66,0.28,0.27,,,0.0
12M 2019,,,,,,,,,6.36,6.57,0.19,0.21,,,0.0
12M 2020,,,,,,,,,7.59,7.08,0.24,0.24,,,0.0
12M 2021,,,,,,,,,13.76,20.28,0.32,0.32,,,0.0
12M 2022,,,,,,,,,26.05,26.77,0.3,0.29,,,0.0
12M 2023,,,,,,,,,34.4,36.64,0.28,0.28,,,0.0
12M 2024,,,,,,,,,43.74,46.15,0.28,0.27,,,0.0
