Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,11.93 B,72.08,0.00,0.00,,3.46%,26.39%,9.42%,
12M 2012,14.92 B,48.58,7.82,1.97,,2.49%,13.21%,3.63%,
12M 2013,14.92 B,55.26,6.79,1.65,,2.49%,14.41%,3.57%,
12M 2014,14.92 B,62.95,7.31,1.68,,2.47%,15.54%,3.80%,
12M 2015,14.92 B,59.29,7.37,1.39,,2.07%,14.05%,2.96%,
12M 2016,14.95 B,68.80,8.28,1.74,,2.39%,14.26%,3.38%,
12M 2017,14.97 B,77.42,9.17,2.17,,2.25%,14.83%,3.47%,
12M 2018,14.98 B,84.14,8.20,1.99,"1,753.43 B",2.01%,14.88%,2.99%,
12M 2019,15.00 B,91.75,7.47,1.76,"1,864.80 B",1.79%,14.99%,2.58%,
12M 2020,15.02 B,99.16,6.86,1.68,"1,689.09 B",1.78%,14.88%,1.89%,
12M 2021,15.02 B,101.43,7.39,1.69,"2,114.69 B",1.51%,13.96%,1.94%,
12M 2022,15.02 B,102.75,6.91,1.55,"2,344.95 B",1.50%,13.48%,1.91%,
12M 2023,15.02 B,97.91,6.38,1.28,"2,186.78 B",1.42%,12.10%,1.79%,
12M 2024,15.02 B,85.36,6.33,0.97,"1,809.47 B",1.08%,10.24%,1.49%,
