Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28
