Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,5.55 B,9.97,7.62,0.16,,3.83%,5.84%,21.50%,6.34
12M 2009,5.55 B,11.25,11.29,0.25,,4.00%,6.28%,10.93%,4.39
12M 2010,5.55 B,24.98,6.37,0.28,,8.37%,12.45%,13.06%,10.20
12M 2011,5.55 B,30.93,10.99,0.54,,9.57%,13.71%,17.61%,18.41
12M 2012,5.55 B,36.93,20.04,1.10,,9.88%,14.38%,19.95%,41.72
12M 2013,5.55 B,38.63,15.27,0.75,,8.68%,13.34%,17.96%,30.42
12M 2014,5.55 B,42.24,34.68,1.80,,7.90%,13.11%,17.36%,12.40
12M 2015,5.55 B,44.81,19.42,0.99,,7.69%,13.55%,17.56%,10.35
12M 2016,5.55 B,48.15,57.11,2.63,,5.80%,12.04%,17.64%,7.47
12M 2017,5.55 B,58.84,45.89,2.45,,5.36%,13.02%,16.13%,6.23
12M 2018,5.55 B,74.88,34.72,1.94,"1,090.63 B",4.40%,12.99%,16.31%,4.10
12M 2019,5.55 B,-2.29,-545.85,0.74,846.29 B,-0.07%,-0.18%,6.09%,1.02
12M 2020,5.55 B,3.18,1336.48,2.36,946.29 B,0.10%,0.25%,6.08%,1.11
12M 2021,5.55 B,54.42,44.65,1.05,"1,486.58 B",1.70%,4.23%,8.68%,1.61
12M 2022,5.55 B,-30.62,-35.43,0.63,"1,069.74 B",-0.86%,-2.38%,4.89%,1.07
12M 2023,5.57 B,-266.88,-5.41,0.81,"(1,045.59 B)",-8.45%,-25.23%,-16.27%,-2.52
