Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(22 B),(31 B),(53 B),-9.54
12M 2009,120 B,(34 B),86 B,15.46
12M 2010,139 B,(44 B),95 B,17.07
12M 2011,82 B,(59 B),23 B,4.07
12M 2012,231 B,(73 B),158 B,28.41
12M 2013,254 B,(195 B),58 B,10.52
12M 2014,286 B,(188 B),98 B,17.62
12M 2015,176 B,(256 B),(81 B),-14.50
12M 2016,198 B,(495 B),(297 B),-53.48
12M 2017,5 B,(838 B),(833 B),-149.93
12M 2018,258 B,"(1,188 B)",(930 B),-167.48
12M 2019,"(1,854 B)",(779 B),"(2,633 B)",-474.02
12M 2020,"1,019 B",(549 B),470 B,84.70
12M 2021,(224 B),(659 B),(883 B),-159.02
12M 2022,52 B,(597 B),(545 B),-98.10
12M 2023,(365 B),(745 B),"(1,109 B)",-199.28
