Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2010,669 B,(147 B),522 B,3866149.51
12M 2011,"1,357 B",(197 B),"1,160 B",3867036.69
12M 2012,(309 B),(149 B),(458 B),-227.43
12M 2013,779 B,(223 B),556 B,276.24
12M 2014,235 B,(192 B),43 B,21.31
12M 2015,272 B,(166 B),106 B,52.55
12M 2016,416 B,(161 B),256 B,126.98
12M 2017,267 B,(165 B),102 B,50.49
12M 2018,554 B,(165 B),389 B,193.10
12M 2019,"(1,767 B)",,"(1,894 B)",-235.27
12M 2020,"(1,579 B)",(108 B),"(1,686 B)",-209.47
12M 2021,312 B,(115 B),197 B,24.48
12M 2022,"1,672 B",(342 B),"1,330 B",165.21
12M 2023,575 B,(485 B),89 B,11.02
12M 2024,"1,925 B",(342 B),"1,583 B",193.83
