Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,,,0.98
12M 2010,24.07,5.86,36.93,-7.0,15.16,,62.32,,16.46,,2.52,,30.17,,1.15
12M 2011,12.87,12.7,26.34,-0.77,28.36,,28.74,,18.37,,2.71,,-41.49,,0.9
12M 2012,14.3,23.95,43.97,-5.72,25.52,30.5,15.24,10.04,12.47,11.49,1.68,1.49,-11.66,-11.66,0.76
12M 2013,13.24,29.28,61.6,-19.08,27.57,33.19,12.46,10.22,11.1,9.44,1.63,1.44,-27.66,-27.66,0.9
12M 2014,10.48,32.52,58.22,-15.22,34.83,35.01,11.23,9.23,10.42,10.62,1.65,1.6,22.87,22.87,1.24
12M 2015,16.77,40.25,66.33,-9.31,21.77,19.57,9.07,11.78,7.35,6.86,1.22,1.17,12.29,12.29,1.4
12M 2016,20.79,34.11,61.52,-6.62,17.56,23.64,10.7,25.43,5.24,5.38,0.93,0.99,-108.98,-108.98,0.97
12M 2017,11.54,34.27,53.15,-7.34,31.63,22.93,10.65,9.1,6.56,6.5,1.01,0.95,8.88,8.88,1.53
12M 2018,13.08,42.99,46.04,10.03,27.91,22.48,8.49,6.61,9.4,9.33,1.04,0.95,16.6,16.6,1.22
12M 2019,12.54,39.37,32.54,19.37,29.1,38.18,9.27,9.48,12.2,12.59,0.92,0.89,-72.36,-72.36,0.92
12M 2020,15.28,39.73,26.95,28.06,23.88,24.5,9.19,10.47,9.95,9.71,0.49,0.44,-13.32,-13.32,0.73
12M 2021,22.16,17.87,20.78,19.25,16.47,15.14,20.42,23.53,15.89,17.01,0.57,0.56,5.22,5.22,1.74
12M 2022,22.93,13.93,25.05,11.81,15.92,12.36,26.2,22.0,24.35,24.03,0.72,0.68,4.69,4.69,1.98
12M 2023,36.3,20.16,36.04,20.42,10.06,9.84,18.1,13.96,17.3,17.29,0.53,0.52,5.53,5.53,1.6
12M 2024,44.26,20.55,37.27,27.54,8.25,11.3,17.76,17.96,13.7,13.28,0.49,0.49,4.47,4.47,1.74
