Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.38,1.38,2.02,3.55,0.0,0.0,1.93,0.57,2.52
12M 2010,3.36,3.36,1.13,2.41,0.0,0.0,0.65,0.47,1.33
12M 2011,1.36,1.36,1.41,2.74,0.0,0.0,1.21,0.04,1.66
12M 2012,1.05,1.05,2.19,3.58,0.0,0.0,2.06,0.61,2.52
12M 2013,0.66,0.66,3.25,4.69,0.0,0.0,3.09,0.69,3.66
12M 2014,0.35,0.35,4.04,5.54,0.0,0.0,1.61,0.73,4.5
12M 2015,1.36,1.36,12.08,14.9,0.0,0.0,11.88,0.81,13.86
12M 2016,0.68,0.68,12.15,15.18,0.0,0.0,11.92,0.8,14.14
12M 2017,0.99,0.99,6.6,8.29,0.0,0.0,6.47,0.8,7.26
12M 2018,0.32,0.32,6.78,8.64,0.0,0.0,6.72,0.79,7.55
12M 2019,0.53,0.53,4.6,6.18,0.0,0.0,4.49,0.07,5.08
12M 2020,0.23,0.23,2.74,4.19,0.0,0.0,2.63,0.65,3.12
12M 2021,0.36,0.36,3.1,4.52,0.0,0.0,3.03,0.69,3.46
12M 2022,0.41,0.41,2.8,4.18,0.0,0.0,2.71,0.67,3.12
12M 2023,0.29,0.29,2.53,3.97,0.0,0.0,2.46,0.64,2.92
12M 2024,0.21,0.21,3.23,4.78,0.0,0.0,3.08,0.68,3.71
