Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,2.85,,1.38
12M 2010,60.18,,173.54,,6.07,10.27,,,4.89,6.47,0.19,0.26,0.62,0.62,3.36
12M 2011,52.67,,201.88,,6.93,6.1,,,3.28,2.35,0.16,0.15,3.06,3.06,1.36
12M 2012,32.26,,228.18,,11.31,9.12,,,7.29,19.84,0.16,0.12,14.39,14.39,1.05
12M 2013,51.38,,174.39,,7.1,6.05,,,17.55,17.29,0.16,0.15,-2.02,-2.02,0.66
12M 2014,60.4,,108.61,,6.04,5.81,,,9.54,9.12,0.16,0.15,-0.55,-0.55,0.35
12M 2015,51.88,,150.62,,7.04,6.37,,,6.79,6.5,0.15,0.15,4.95,4.95,1.36
12M 2016,43.8,,164.97,,8.33,8.44,,,7.7,8.56,0.16,0.16,-3.95,-3.95,0.68
12M 2017,30.63,,103.25,,11.92,10.04,,,0.4,0.4,0.16,0.16,-242.05,-242.05,0.99
12M 2018,27.45,,98.83,,13.3,10.15,,,0.21,0.2,0.16,0.15,-0.98,-0.98,0.32
12M 2019,33.01,,96.82,,11.06,9.37,,,0.2,0.2,0.16,0.16,-2.2,-2.2,0.53
12M 2020,40.33,,136.67,,9.05,8.27,,,0.2,0.19,0.16,0.15,-0.5,-0.5,0.23
12M 2021,36.9,,75.39,,9.89,11.57,,,0.2,0.19,0.16,0.15,-1.14,-1.14,0.36
12M 2022,22.62,,29.99,,16.13,21.51,,,0.19,0.19,0.15,0.15,-1.26,-1.26,0.41
12M 2023,53.75,,42.07,,6.79,6.14,,,0.19,0.19,0.15,0.15,-0.62,-0.62,0.29
12M 2024,95.34,,27.7,,3.83,5.02,,,0.19,0.19,0.15,0.15,-0.37,-0.37,0.21
