Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.53,1813.89,2.53,1813.89,,,,,
12M 2009,3.46,2210.68,3.46,2210.68,,,,,
12M 2010,3.53,2973.19,3.53,2973.19,,,,,
12M 2011,3.35,2017.68,3.35,2017.68,,,,,
12M 2012,2.65,2627.04,2.65,2627.04,,,,,
12M 2013,2.26,3209.01,2.26,3209.01,,,,,
12M 2014,2.95,3954.75,2.95,3954.75,,,,,
12M 2015,2.50,4573.84,2.50,4573.84,,,,,
12M 2016,1.97,5935.40,1.97,5935.40,,,,,
12M 2017,2.69,1351.88,2.69,1351.88,,,,,
12M 2018,2.47,1483.37,2.47,1483.37,,,,,
12M 2019,2.63,1672.72,2.63,1672.72,,,,,
12M 2020,2.61,1600.20,2.61,1600.20,,,,,
12M 2021,2.16,1905.10,2.16,1905.10,,,,,
12M 2022,2.50,1974.77,2.50,1974.77,,,,,
12M 2023,2.79,2054.40,2.79,2054.40,,,,,
12M 2024,1.95,2092.21,1.95,2092.21,,,,,
