Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,20.37,,0.12,,,0.0
12M 2009,,,,,,,,,26.01,26.83,0.13,0.12,,,0.0
12M 2010,,,,,,,,,30.4,28.51,0.12,0.12,,,0.0
12M 2011,,,,,,,,,28.15,26.42,0.11,0.11,,,0.0
12M 2012,,,,,,,,,21.3,18.51,0.1,0.1,,,0.0
12M 2013,,,,,,,,,17.55,15.85,0.1,0.1,,,0.0
12M 2014,,,,,,,,,15.19,13.82,0.11,0.1,,,0.0
12M 2015,,,,,,,,,12.24,11.32,0.1,0.1,,,0.0
12M 2016,,,,,,,,,5.98,4.05,0.1,0.1,,,0.0
12M 2017,,,,,,,,,4.33,4.32,0.1,0.1,,,0.0
12M 2018,,,,,,,,,4.48,4.38,0.1,0.09,,,0.0
12M 2019,,,,,,,,,4.36,4.09,0.09,0.09,,,0.0
12M 2020,,,,,,,,,4.46,4.39,0.1,0.1,,,0.0
12M 2021,,,,,,,,,3.76,3.19,0.09,0.09,,,0.0
12M 2022,,,,,,,,,3.12,2.96,0.09,0.09,,,0.0
12M 2023,,,,,,,,,3.27,3.19,0.1,0.1,,,0.0
12M 2024,,,,,,,,,3.41,3.39,0.11,0.11,,,0.0
