Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.47,,3.63,,5.52,,1.32,8.83,8.83,1.25
12M 2009,40.09,71.98,51.99,73.43,9.11,9.48,5.07,6.24,8.24,8.37,1.65,1.7,8.24,8.24,1.45
12M 2010,51.93,49.8,63.81,37.92,7.03,6.42,7.33,6.87,9.31,9.08,1.78,1.81,6.2,6.2,1.51
12M 2011,72.29,55.33,76.32,51.3,5.05,6.08,6.6,5.85,10.02,10.06,1.64,1.71,5.36,5.36,1.59
12M 2012,62.78,59.56,57.97,64.37,5.81,6.82,6.13,4.67,9.81,8.75,1.74,1.67,6.42,6.42,1.59
12M 2013,55.93,62.1,61.39,56.64,6.53,7.09,5.88,5.25,8.83,8.7,1.68,1.65,5.81,5.81,1.58
12M 2014,65.97,65.64,66.66,64.95,5.53,5.59,5.56,4.13,8.29,8.19,1.48,1.43,3.92,3.92,1.87
12M 2015,57.22,74.37,67.83,63.76,6.38,6.67,4.91,3.87,9.14,9.65,1.54,1.5,3.55,3.55,2.09
12M 2016,48.54,80.22,65.54,63.22,7.52,7.64,4.55,4.43,7.88,6.96,1.54,1.58,3.69,3.69,2.45
12M 2017,48.1,47.81,66.47,29.44,7.59,6.06,7.63,5.52,9.79,9.62,1.9,1.74,4.49,4.49,1.85
12M 2018,59.74,45.96,75.18,30.52,6.11,5.89,7.94,6.63,9.98,10.12,1.74,1.78,3.92,3.92,2.43
12M 2019,61.11,39.02,66.57,33.56,5.97,5.52,9.35,7.01,11.35,10.97,1.85,1.76,4.14,4.14,1.96
12M 2020,76.18,56.79,86.05,46.92,4.79,6.34,6.43,5.29,7.79,7.77,1.29,1.41,2.97,2.97,2.84
12M 2021,61.61,43.63,60.04,45.2,5.92,5.98,8.37,8.29,8.47,9.05,1.33,1.32,2.57,2.57,2.36
12M 2022,75.51,38.34,80.83,33.02,4.83,5.54,9.52,9.86,8.4,9.43,1.09,1.14,2.22,2.22,2.43
12M 2023,64.65,36.18,66.36,34.47,5.65,,10.09,9.66,7.87,7.1,1.11,1.12,2.19,2.19,2.64
12M 2024,64.38,39.23,58.51,45.1,5.67,5.88,9.3,9.4,7.2,7.53,1.0,0.99,1.86,1.86,2.57
