Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,6.46,1.66,0.06,1.31,0.0,0.0,0.03,0.04,0.31
12M 2009,5.53,2.45,0.09,1.39,0.0,0.0,0.04,0.06,0.39
12M 2010,7.34,2.36,0.07,1.34,0.0,0.0,0.0,0.05,0.34
12M 2011,7.26,2.07,0.08,1.36,0.0,0.0,0.02,0.06,0.36
12M 2012,4.8,1.68,0.13,1.43,0.0,0.0,0.06,0.09,0.43
12M 2013,5.77,1.48,0.1,1.33,0.0,0.0,0.04,0.08,0.33
12M 2014,7.9,2.09,0.08,1.23,0.0,0.0,0.02,0.06,0.23
12M 2015,5.74,1.25,0.1,1.43,0.0,0.0,0.08,0.07,0.43
12M 2016,5.35,1.62,0.0,1.57,0.0,0.0,0.09,0.08,0.57
12M 2017,7.29,2.21,0.11,1.63,0.0,0.0,0.03,0.07,0.63
12M 2018,6.11,1.57,0.11,1.63,0.0,0.0,0.05,0.07,0.63
12M 2019,7.58,7.56,0.06,1.75,0.0,0.0,-0.04,0.03,0.75
12M 2020,7.83,2.32,0.06,1.94,0.0,0.0,-0.07,0.03,0.94
12M 2021,5.05,1.45,0.0,1.74,0.0,0.0,0.0,0.07,0.74
12M 2022,6.65,1.42,0.11,1.59,0.0,0.0,0.04,0.07,0.59
12M 2023,7.99,1.27,0.0,1.64,0.0,0.0,0.05,0.06,0.64
12M 2024,4.3,0.57,0.19,1.9,0.0,0.0,0.15,0.1,0.9
