Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.14 B,22.15,4.51,0.15,,3.55%,4.64%,16.41%,
12M 2009,0.14 B,-37.79,-2.01,0.13,,-6.19%,-8.59%,-5.48%,
12M 2010,0.14 B,23.62,7.87,0.32,,3.79%,5.10%,-3.32%,
12M 2011,0.14 B,2.59,69.50,0.28,,0.41%,0.55%,0.05%,
12M 2012,0.14 B,16.37,16.49,0.39,,2.38%,3.39%,3.86%,6.22
12M 2013,0.14 B,53.76,5.02,0.38,,7.55%,10.03%,13.50%,19.12
12M 2014,0.14 B,34.08,7.86,0.36,,4.86%,5.98%,7.40%,7.93
12M 2015,0.14 B,-94.21,-2.65,0.38,,-9.71%,-13.92%,2.70%,2.98
12M 2016,0.28 B,1.31,91.60,0.33,,0.26%,0.41%,1.21%,1.58
12M 2017,0.28 B,28.79,5.94,0.42,,5.32%,8.69%,8.75%,12.85
12M 2018,0.28 B,-3.17,-89.59,0.90,2.96 B,-0.57%,-0.92%,0.13%,0.23
12M 2019,0.28 B,-11.49,-17.58,0.61,(0.68 B),-2.08%,-3.63%,-2.50%,-5.34
12M 2020,0.28 B,-0.04,-5300.00,0.65,5.20 B,-0.01%,-0.01%,1.67%,3.97
12M 2021,0.28 B,86.80,3.32,0.63,34.37 B,12.80%,22.24%,20.45%,51.57
12M 2022,0.28 B,1.56,132.05,0.69,4.53 B,0.24%,0.38%,0.77%,1.24
12M 2023,0.28 B,-16.64,-8.11,0.52,(1.56 B),-2.55%,-4.18%,-2.99%,-4.82
12M 2024,0.28 B,-26.28,-4.98,0.48,(4.07 B),-3.67%,-6.99%,-4.57%,-5.58
