Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,12.25 B,123.30,7.17,1.31,,1.61%,16.63%,4.50%,
12M 2008,23.93 B,28.54,17.03,1.19,,0.66%,7.34%,1.34%,
12M 2009,23.93 B,65.82,10.59,1.47,,1.47%,14.05%,2.10%,
12M 2010,23.93 B,107.06,17.84,3.67,,1.78%,18.61%,2.67%,
12M 2011,25.13 B,126.30,9.66,2.07,,1.90%,17.34%,2.80%,
12M 2012,25.13 B,168.44,6.53,1.71,,2.14%,18.76%,3.15%,
12M 2013,25.13 B,170.40,5.40,1.29,,1.96%,16.60%,2.82%,
12M 2014,25.13 B,93.21,8.96,1.01,,1.00%,8.23%,1.31%,
12M 2015,25.13 B,17.02,34.96,0.67,,0.18%,1.49%,0.29%,
12M 2016,25.13 B,82.83,10.20,1.00,,0.86%,6.09%,1.15%,
12M 2017,25.13 B,118.48,11.39,1.66,,1.12%,8.06%,1.62%,
12M 2018,25.13 B,138.56,6.60,1.13,"4,863.68 B",1.31%,8.80%,1.80%,
12M 2019,25.13 B,145.04,6.65,1.12,"5,278.41 B",1.33%,8.42%,1.82%,
12M 2020,25.13 B,80.07,12.43,1.21,"3,649.45 B",0.72%,4.90%,1.03%,
12M 2021,25.13 B,163.15,5.91,1.29,"5,999.77 B",1.32%,9.45%,1.73%,
12M 2022,25.13 B,200.62,5.91,1.56,"7,643.49 B",1.64%,11.16%,2.13%,
12M 2023,25.13 B,257.61,6.58,1.91,"9,200.83 B",1.94%,13.16%,2.56%,
12M 2024,25.14 B,271.49,6.37,1.80,"9,451.72 B",1.89%,12.88%,2.41%,
