Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32
12M 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09
12M 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79
