Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.39,0.39,0.29,1.36,0.0,0.0,0.27,0.21,0.36
12M 2009,0.69,0.38,0.0,6.38,0.0,0.0,-1.51,0.0,5.38
12M 2010,1.0,0.99,2.76,5.04,0.0,0.0,1.87,0.55,4.04
12M 2011,0.92,0.65,-1.2,-0.9,-0.0,0.0,-0.86,1.34,-1.9
12M 2012,0.8,0.56,-1.53,-1.52,-0.0,0.0,-1.01,1.01,-2.52
12M 2013,0.9,0.52,-2.04,-3.76,-0.0,0.0,-1.05,0.54,-4.76
12M 2014,0.84,0.46,3.88,19.19,0.0,0.0,-0.54,0.2,18.19
12M 2015,0.93,0.52,0.0,3.52,0.0,0.0,-0.86,0.0,2.52
12M 2016,1.15,0.76,0.0,2.62,0.0,0.0,-0.92,0.0,1.62
12M 2017,1.14,0.75,0.0,2.33,0.0,0.0,-0.68,0.0,1.33
12M 2018,1.1,0.63,0.0,2.77,0.0,0.0,-0.65,0.0,1.77
12M 2019,1.06,0.64,0.0,2.77,0.0,0.0,-0.67,0.0,1.77
12M 2020,0.56,0.25,1.74,10.87,0.0,0.0,0.84,0.16,9.87
12M 2021,0.73,0.37,0.0,5.82,0.0,0.0,-0.66,0.0,4.82
12M 2022,0.61,0.23,0.0,9.91,0.0,0.0,-0.61,0.0,8.91
12M 2023,0.49,0.22,17.89,191.31,0.0,0.0,1.38,0.09,190.31
12M 2024,0.58,0.25,0.0,15.78,0.0,0.0,-1.22,0.0,14.78
