Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.33 B,-2.79,-16.85,5.47,,-6.23%,-8.48%,22.28%,3.16
12M 2009,0.27 B,-69.04,-10.14,0.30,,-1.20%,-7.67%,-10.27%,-34.04
12M 2010,2.92 B,286.29,8.91,1.82,,15.43%,77.76%,50.87%,3.47
12M 2011,2.92 B,159.58,15.04,1.49,,19.22%,-17.23%,53.24%,2.31
12M 2012,2.92 B,264.19,10.22,1.40,,26.31%,-39.91%,215.01%,3.51
12M 2013,2.92 B,394.17,27.91,4.75,,39.16%,-147.20%,200.95%,5.87
12M 2014,2.92 B,486.35,30.84,5.52,,41.64%,799.10%,215.22%,8.14
12M 2015,2.92 B,610.31,28.84,5.70,,45.79%,160.99%,199.79%,18.90
12M 2016,2.92 B,692.17,21.85,4.46,,41.57%,108.86%,136.20%,79.73
12M 2017,2.92 B,653.57,15.30,2.91,,35.14%,81.92%,93.44%,130.06
12M 2018,2.92 B,376.07,14.89,1.59,"2,664.42 B",21.79%,60.43%,91.40%,74.94
12M 2019,2.80 B,487.32,8.64,1.15,"2,134.36 B",28.28%,78.26%,79.11%,31.47
12M 2020,2.63 B,-332.49,-3.83,0.69,90.15 B,-13.82%,-150.26%,-30.54%,-10.65
12M 2021,2.63 B,347.60,11.94,1.95,"2,035.40 B",15.60%,90.74%,30.99%,30.57
12M 2022,2.36 B,585.01,8.12,1.74,"2,624.47 B",24.06%,238.42%,51.51%,8.46
12M 2023,2.26 B,298.79,6.69,0.69,"1,996.45 B",11.48%,2197.15%,37.20%,3.35
12M 2024,2.26 B,366.33,3.84,0.50,"2,038.57 B",16.10%,254.05%,43.40%,4.73
