Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,86.04,,,,24.67,,0.19,-3.28,-3.28,0.39
12M 2009,3.53,281.16,672.89,-388.2,103.5,100.63,1.3,1.3,2.33,2.33,0.78,0.78,-1.71,-1.71,0.69
12M 2010,1.16,48.15,198.9,-149.59,314.65,420.63,7.58,6.93,7.43,7.46,1.18,0.76,635.98,635.98,1.0
12M 2011,2.34,55.24,114.8,-57.22,155.78,168.61,6.61,3.62,7.87,7.7,1.2,2.13,-33.35,-33.35,0.92
12M 2012,3.38,93.75,127.95,-30.82,108.09,103.78,3.89,3.76,8.53,8.3,2.1,2.11,-13.19,-13.19,0.8
12M 2013,2.44,94.9,177.11,-79.77,149.37,199.12,3.85,3.48,9.51,9.36,2.3,2.53,-36.1,-36.1,0.9
12M 2014,1.79,106.49,169.77,-61.49,203.61,230.66,3.43,3.21,10.91,10.99,2.5,2.5,-19.76,-19.76,0.84
12M 2015,1.71,107.4,162.08,-52.97,213.5,247.25,3.4,3.33,11.24,10.27,2.47,2.4,-54.23,-54.23,0.93
12M 2016,2.07,99.2,159.17,-57.9,176.03,178.89,3.68,3.81,10.66,10.14,2.26,2.29,25.66,25.66,1.15
12M 2017,3.78,97.06,160.43,,96.66,93.45,3.76,3.64,10.26,10.17,1.95,2.07,27.62,27.62,1.14
12M 2018,4.7,108.36,157.75,113.06,77.68,78.46,3.37,3.06,9.22,9.39,1.96,2.04,37.31,37.31,1.1
12M 2019,3.82,105.83,140.36,-30.71,95.57,115.86,3.45,3.51,7.66,7.19,2.08,2.15,68.08,68.08,1.06
12M 2020,5.51,180.62,165.25,20.88,66.18,87.75,2.02,1.82,4.22,4.44,0.87,0.7,-3.88,-3.88,0.56
12M 2021,2.83,148.82,98.12,53.53,129.2,262.52,2.45,2.6,7.4,8.42,0.92,0.96,-10.04,-10.04,0.73
12M 2022,2.55,146.0,172.47,-23.92,142.98,159.16,2.5,2.47,9.68,9.62,1.11,1.15,-7.09,-7.09,0.61
12M 2023,3.47,138.5,199.9,-57.93,105.2,128.83,2.64,2.67,9.4,8.91,1.12,1.15,-4.34,-4.34,0.49
12M 2024,2.86,130.21,193.88,-60.81,127.84,197.76,2.8,3.2,10.2,10.94,1.16,1.29,-7.01,-7.01,0.58
