Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,4.57,,1.56
12M 2011,41.13,32.17,16.11,57.19,8.87,38.03,11.35,19.7,2.19,3.36,0.77,1.12,31.14,30.81,1.06
12M 2012,30.09,26.23,41.16,15.16,12.13,12.15,13.91,16.24,1.67,1.65,0.53,0.49,2.57,2.57,2.25
12M 2013,37.11,19.58,47.23,9.46,9.84,7.0,18.64,17.19,1.38,1.09,0.46,0.37,1.37,1.37,3.24
12M 2014,61.27,23.32,40.24,44.35,5.96,4.4,15.65,14.98,0.77,0.73,0.31,0.32,4.04,4.04,1.62
12M 2015,71.36,15.23,153.25,-66.66,5.12,4.88,23.96,21.5,0.55,0.51,0.19,0.15,1.57,1.57,1.6
12M 2016,98.71,19.7,199.7,-81.29,3.7,3.57,18.53,19.83,0.29,0.27,0.06,0.05,0.37,0.37,2.34
12M 2017,99.66,39.55,66.45,72.76,3.66,2.94,9.23,9.25,0.25,0.22,0.04,0.04,-0.8,-0.8,0.68
12M 2018,38.32,23.25,31.98,29.59,9.53,6.98,15.7,11.63,0.35,0.21,0.17,0.16,2.64,2.64,1.48
12M 2019,27.82,23.25,23.28,27.79,13.12,14.38,15.7,14.18,0.33,0.34,0.24,0.24,2.08,2.08,2.32
12M 2020,15.24,38.98,25.42,28.8,23.95,35.18,9.36,8.27,0.29,0.29,0.22,0.21,21.29,21.29,1.09
12M 2021,13.38,50.79,34.25,29.92,27.28,15.63,7.19,6.22,0.51,0.52,0.38,0.37,5.05,5.05,1.62
12M 2022,20.92,28.85,22.32,27.45,17.44,11.65,12.65,13.38,1.32,1.32,0.89,0.85,4.63,4.63,2.24
12M 2023,53.55,41.53,27.15,67.93,6.82,11.6,8.79,9.91,0.66,0.69,0.44,0.47,6.28,6.28,1.44
12M 2024,35.47,50.19,20.59,65.07,10.29,14.44,7.27,7.47,0.64,0.67,0.44,0.44,2.35,2.35,2.36
