Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,1.56,1.49,0.35,1.66,0.0,0.0,-0.25,0.21,0.66
12M 2011,1.06,1.0,3.37,5.0,0.0,0.0,1.94,0.68,3.66
12M 2012,2.25,2.17,0.47,1.66,0.0,0.0,0.04,0.28,0.6
12M 2013,3.24,3.17,0.24,1.35,0.0,0.0,-0.17,0.18,0.32
12M 2014,1.62,1.56,0.33,1.42,0.0,0.0,0.21,0.23,0.4
12M 2015,1.6,1.58,0.43,2.17,0.0,0.0,0.34,0.2,0.74
12M 2016,2.34,2.33,3.43,5.68,0.0,0.0,2.66,0.6,3.89
12M 2017,0.68,0.65,4.29,6.93,0.0,0.0,3.95,0.62,5.14
12M 2018,1.48,1.41,2.86,4.72,0.0,0.0,2.32,0.61,3.07
12M 2019,2.32,2.14,2.66,4.78,0.0,0.0,1.87,0.56,3.13
12M 2020,1.09,0.86,2.31,4.03,0.0,0.0,1.93,0.57,2.45
12M 2021,1.62,1.28,2.22,3.79,0.0,0.0,1.84,0.58,2.38
12M 2022,2.24,2.0,0.77,2.36,0.0,0.0,0.35,0.32,0.87
12M 2023,1.44,1.24,0.42,1.83,0.0,0.0,0.17,0.23,0.52
12M 2024,2.36,2.05,0.22,1.67,0.0,0.0,-0.16,0.13,0.34
