Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.12,,2.49,,3.1,,0.4,1.27,1.27,3.29
12M 2009,125.19,153.4,98.71,179.88,2.92,2.89,2.38,2.24,2.94,2.9,0.37,0.37,1.25,1.25,3.07
12M 2010,112.5,129.2,73.3,168.4,3.24,2.92,2.83,2.79,2.77,2.68,0.48,0.47,2.31,2.31,1.86
12M 2011,119.2,100.0,66.56,152.64,3.06,2.89,3.65,3.53,2.51,2.53,0.51,0.51,1.56,1.56,3.32
12M 2012,111.05,102.82,77.74,136.13,3.29,3.24,3.55,3.04,2.69,2.55,0.51,0.46,1.08,1.08,4.34
12M 2013,109.88,114.4,90.77,133.51,3.32,3.19,3.19,3.08,2.32,2.13,0.49,0.49,1.65,1.65,2.65
12M 2014,111.11,114.35,81.28,144.18,3.29,3.14,3.19,3.11,1.9,1.79,0.46,0.41,1.31,1.31,4.17
12M 2015,117.46,110.05,77.53,149.98,3.11,3.05,3.32,3.33,1.48,1.38,0.41,0.4,3.08,3.08,1.53
12M 2016,114.63,119.69,80.71,153.61,3.18,3.12,3.05,2.87,1.27,1.25,0.41,0.41,7.75,7.75,1.18
12M 2017,107.26,167.99,80.3,194.95,3.4,3.34,2.17,2.0,1.09,0.98,0.41,0.39,2.13,2.13,2.19
12M 2018,99.12,186.31,71.03,214.4,3.68,3.56,1.96,1.85,0.97,0.92,0.41,0.4,4.82,4.82,1.35
12M 2019,88.99,178.16,63.02,204.13,4.1,4.07,2.05,2.05,0.98,0.97,0.44,0.43,5.42,5.42,1.37
12M 2020,99.63,200.31,60.23,239.71,3.66,3.71,1.82,1.78,0.87,0.87,0.39,0.38,2.63,2.63,1.87
12M 2021,87.99,181.39,41.36,228.02,4.15,4.15,2.01,2.0,0.99,0.99,0.42,0.41,4.57,4.57,1.41
12M 2022,102.42,223.54,45.43,280.53,3.56,3.54,1.63,1.59,0.86,0.85,0.35,0.34,2.05,2.05,2.2
12M 2023,125.49,240.97,33.19,333.27,2.91,2.91,1.51,1.51,0.78,0.78,0.29,0.28,1.36,1.36,2.69
12M 2024,129.93,248.35,24.42,353.86,2.81,2.76,1.47,1.47,0.89,0.89,0.28,0.28,1.07,1.07,3.21
