Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.29,2.72,0.42,1.95,0.0,0.0,0.22,0.21,0.63
12M 2009,3.07,2.49,0.37,1.91,0.0,0.0,0.19,0.19,0.6
12M 2010,1.86,1.51,0.41,1.76,0.0,0.0,0.26,0.24,0.64
12M 2011,3.32,2.79,0.31,1.88,0.0,0.0,0.2,0.17,0.54
12M 2012,4.34,3.69,0.35,1.9,0.0,0.0,0.26,0.18,0.54
12M 2013,2.65,2.16,0.49,2.27,0.0,0.0,0.32,0.22,0.83
12M 2014,4.17,3.38,0.66,2.25,0.0,0.0,0.53,0.29,0.84
12M 2015,1.53,1.24,0.77,2.49,0.0,0.0,0.71,0.31,1.05
12M 2016,1.18,0.89,0.89,2.67,0.0,0.0,0.8,0.0,1.16
12M 2017,2.19,1.5,1.15,3.0,0.0,0.0,1.07,0.38,1.47
12M 2018,1.35,0.88,1.26,3.05,0.0,0.0,1.15,0.41,1.54
12M 2019,1.37,0.87,0.91,2.72,0.0,0.0,0.83,0.33,1.15
12M 2020,1.87,1.19,0.77,2.64,0.0,0.0,0.69,0.29,0.94
12M 2021,1.41,0.9,0.62,2.54,0.0,0.0,0.52,0.24,0.76
12M 2022,2.2,1.38,0.52,2.4,0.0,0.0,0.42,0.21,0.62
12M 2023,2.69,1.77,0.42,2.26,0.0,0.0,0.3,0.19,0.49
12M 2024,3.21,2.24,0.37,2.22,0.0,0.0,0.29,0.17,0.44
