Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.78,,9.61,,19.87,,1.27,2.01,2.01,3.66
12M 2009,58.5,36.9,5.66,89.74,6.24,4.25,9.89,8.29,23.69,24.05,1.26,1.15,1.66,1.66,4.91
12M 2010,57.42,35.72,5.62,87.52,6.36,7.47,10.22,10.64,12.24,11.84,0.94,0.93,1.44,1.44,5.79
12M 2011,37.55,36.78,6.73,67.6,9.72,8.3,9.93,8.57,10.27,9.86,1.05,0.96,1.52,1.52,4.63
12M 2012,42.91,39.57,7.63,74.85,8.51,6.96,9.22,7.86,7.75,7.06,0.96,0.95,1.67,1.67,4.92
12M 2013,48.41,39.3,14.65,73.06,7.54,7.24,9.29,8.71,4.81,4.15,0.92,0.97,2.66,2.66,2.87
12M 2014,40.01,39.0,20.5,58.51,9.12,8.04,9.36,8.21,3.85,3.59,0.99,0.91,3.4,3.4,2.08
12M 2015,40.33,43.12,32.18,51.27,9.05,8.08,8.47,7.96,2.87,2.76,0.87,0.83,5.13,5.13,1.54
12M 2016,50.38,44.13,31.85,62.66,7.25,6.4,8.27,9.46,2.41,2.35,0.79,0.78,4.25,4.25,1.66
12M 2017,71.5,37.59,23.73,85.36,5.1,4.45,9.71,10.08,3.17,3.09,0.96,0.94,2.95,2.95,2.46
12M 2018,70.06,39.14,27.97,81.23,5.21,7.83,9.32,8.86,3.32,3.32,0.92,0.91,3.11,3.11,2.38
12M 2019,44.1,37.77,26.62,55.25,8.28,8.75,9.66,9.71,3.15,3.06,1.8,0.85,3.12,3.12,2.49
12M 2020,42.79,31.3,24.57,49.52,8.53,11.73,11.66,11.81,2.29,2.24,0.69,0.71,3.86,3.86,2.16
12M 2021,29.18,23.29,22.76,29.71,12.51,8.48,15.68,13.41,3.62,3.55,0.97,0.86,2.73,2.73,2.43
12M 2022,28.28,37.3,23.71,41.87,12.9,10.94,9.79,7.48,5.1,5.15,1.05,0.99,3.11,3.11,2.28
12M 2023,34.65,58.09,25.0,67.74,10.53,11.66,6.28,6.09,4.53,4.57,0.92,1.03,7.43,7.43,1.52
12M 2024,37.67,54.75,26.41,66.01,9.69,9.03,6.67,7.17,4.94,4.97,1.06,1.04,13.12,13.12,1.27
