Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,20.71,,1.07
12M 2016,58.94,99.52,69.31,89.15,6.19,5.58,3.67,3.07,0.41,0.4,0.31,0.28,9.88,9.88,1.13
12M 2017,70.14,124.55,48.34,146.35,5.2,4.89,2.93,2.73,0.41,0.41,0.3,0.3,3.59,3.59,1.5
12M 2018,74.06,135.29,43.25,166.1,4.93,5.08,2.7,2.48,0.44,0.43,0.32,0.31,7.2,7.2,1.22
12M 2019,69.63,136.48,43.97,162.14,5.24,4.89,2.67,2.67,0.44,0.44,0.32,0.32,-9.08,-9.08,0.87
12M 2020,65.61,130.01,37.35,158.27,5.56,5.83,2.81,2.78,0.44,0.44,0.31,0.31,147.6,147.6,1.01
12M 2021,53.06,109.8,29.01,133.85,6.88,5.91,3.32,3.34,0.53,0.5,0.36,0.34,42.51,42.51,1.03
12M 2022,59.71,115.66,35.01,140.36,6.11,5.83,3.16,3.17,0.48,0.48,0.32,0.33,9.54,9.54,1.17
12M 2023,62.39,109.19,32.64,138.94,5.85,5.32,3.34,3.3,0.5,0.5,0.36,0.36,4.06,4.06,1.73
12M 2024,73.15,99.86,26.58,146.43,4.99,4.62,3.66,3.64,0.49,0.48,0.37,0.36,2.78,2.78,2.8
