Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,1.07,0.87,1.78,3.28,0.0,0.0,1.66,0.54,2.15
12M 2016,1.13,0.9,1.01,2.31,0.0,0.0,0.86,0.44,1.22
12M 2017,1.5,1.13,0.86,2.09,0.0,0.0,0.75,0.41,0.99
12M 2018,1.22,0.87,0.99,2.15,0.0,0.0,0.9,0.46,1.13
12M 2019,0.87,0.64,0.99,2.17,0.0,0.0,0.91,0.46,1.15
12M 2020,1.01,0.73,1.0,2.14,0.0,0.0,0.88,0.47,1.12
12M 2021,1.03,0.8,1.16,2.32,0.0,0.0,0.93,0.5,1.3
12M 2022,1.17,0.88,1.05,2.21,0.0,0.0,0.87,0.47,1.2
12M 2023,1.73,1.26,0.94,2.16,0.0,0.0,0.79,0.44,1.12
12M 2024,2.8,2.03,0.98,2.18,0.0,0.0,0.88,0.45,1.14
