Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.00 B,42387.16,0.00,0.00,,0.85%,2.80%,11.92%,1.16
12M 2016,3.07 B,17.90,49.16,1.63,,0.94%,2.17%,8.00%,1.22
12M 2017,3.07 B,27.90,21.68,1.01,,1.34%,2.79%,7.59%,1.32
12M 2018,3.07 B,32.52,20.91,1.01,645.19 B,1.50%,3.23%,7.20%,1.31
12M 2019,3.07 B,32.93,21.11,0.97,675.94 B,1.44%,3.11%,7.62%,1.20
12M 2020,3.07 B,31.44,28.63,1.26,631.32 B,1.35%,2.90%,6.80%,1.01
12M 2021,3.07 B,66.58,22.75,1.70,,2.50%,5.80%,9.75%,1.58
12M 2022,3.07 B,32.39,59.90,2.28,831.04 B,1.24%,2.74%,7.13%,1.33
12M 2023,3.07 B,53.94,28.18,1.65,867.62 B,2.11%,4.54%,7.17%,1.64
12M 2024,3.07 B,34.22,40.91,1.48,799.01 B,1.30%,2.84%,5.39%,1.23
