Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.34,1.02,1.21,4.06,0.0,0.0,0.52,0.3,2.74
12M 2009,1.49,1.19,0.68,3.31,0.0,0.0,0.18,0.21,2.04
12M 2010,1.61,1.14,0.66,2.64,0.0,0.0,0.39,0.25,1.63
12M 2011,1.88,1.4,0.56,3.16,0.0,0.0,0.05,0.18,1.71
12M 2012,1.52,1.13,0.54,3.42,0.0,0.0,0.09,0.16,1.98
12M 2013,1.62,1.11,0.37,3.48,0.0,0.0,0.2,0.11,2.07
12M 2014,1.7,1.16,0.22,3.34,0.0,0.0,-0.14,0.07,1.91
12M 2015,1.75,1.26,0.57,3.17,0.0,0.0,0.25,0.18,1.77
12M 2016,1.85,1.34,0.16,2.98,0.0,0.0,-0.25,0.05,1.56
12M 2017,2.0,1.43,0.15,2.8,0.0,0.0,-0.19,0.05,1.36
12M 2018,2.05,1.41,0.1,2.69,0.0,0.0,-0.28,0.04,1.25
12M 2019,2.06,1.42,0.09,2.68,0.0,0.0,-0.27,0.03,1.23
12M 2020,2.35,1.99,0.0,2.44,0.0,0.0,-0.79,0.0,1.05
12M 2021,1.97,1.44,0.0,2.75,0.0,0.0,-0.6,0.0,1.33
12M 2022,1.96,1.17,0.0,2.66,0.0,0.0,-0.43,0.0,1.29
12M 2023,1.92,1.61,0.11,2.74,0.0,0.0,-0.27,0.04,1.38
12M 2024,1.86,1.57,0.2,2.78,0.0,0.0,-0.17,0.07,1.43
