Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.04 B,40.19,1.77,0.04,,6.37%,25.88%,92.82%,9.59
12M 2009,2.04 B,28.30,3.11,0.05,,5.46%,18.05%,23.52%,3.74
12M 2010,2.14 B,47.48,2.65,0.07,,10.77%,28.42%,41.72%,7.38
12M 2011,2.25 B,19.33,6.21,0.06,,3.41%,10.75%,26.08%,8.09
12M 2012,2.25 B,35.47,4.62,0.07,,4.79%,16.38%,26.31%,7.71
12M 2013,2.25 B,50.64,5.63,0.09,,4.95%,17.24%,32.78%,12.42
12M 2014,2.25 B,79.99,7.66,0.16,,6.56%,21.87%,31.53%,8.26
12M 2015,2.31 B,98.10,6.61,0.15,,6.48%,20.55%,28.42%,7.99
12M 2016,2.38 B,92.86,7.01,0.15,,5.69%,16.97%,23.47%,10.19
12M 2017,2.46 B,100.76,6.45,0.15,,5.79%,16.20%,20.73%,26.35
12M 2018,2.46 B,117.31,7.37,0.17,595.35 B,5.94%,15.96%,22.24%,30.01
12M 2019,2.46 B,145.42,12.86,0.30,727.01 B,6.35%,17.01%,23.72%,74.74
12M 2020,2.46 B,148.63,10.63,0.28,734.55 B,6.41%,15.62%,21.34%,147.45
12M 2021,2.46 B,207.25,18.43,0.51,973.72 B,6.71%,18.42%,25.10%,1001.76
12M 2022,12.28 B,47.28,12.27,0.34,"1,148.32 B",6.76%,18.01%,26.10%,87.08
12M 2023,12.28 B,53.01,10.09,0.30,"1,218.96 B",6.41%,17.60%,24.29%,34.57
12M 2024,12.28 B,60.26,10.29,0.30,"1,422.02 B",6.35%,17.65%,24.78%,27.64
