Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.75,,11.01,,56.55,,2.68,13.77,13.77,1.34
12M 2009,43.0,23.58,25.99,40.59,8.49,9.89,15.48,14.43,50.36,50.99,2.89,3.04,13.27,13.27,1.49
12M 2010,30.73,19.78,19.82,30.69,11.88,12.29,18.46,12.51,55.27,52.16,3.95,3.37,14.2,14.2,1.61
12M 2011,29.67,21.58,19.0,32.25,12.3,10.5,16.91,13.1,41.91,32.9,3.97,3.42,9.2,9.2,1.88
12M 2012,35.01,23.19,26.83,31.37,10.43,9.17,15.74,11.9,29.13,23.03,3.52,3.14,11.37,11.37,1.52
12M 2013,41.71,26.49,32.93,35.27,8.75,7.65,13.78,11.35,47.86,43.63,3.7,3.37,9.39,9.39,1.62
12M 2014,47.7,33.47,40.6,40.57,7.65,8.4,10.9,10.75,95.75,96.17,3.35,3.37,8.27,8.27,1.7
12M 2015,48.85,33.2,36.85,45.2,7.47,7.05,10.99,9.05,100.54,95.59,3.19,2.83,7.41,7.41,1.75
12M 2016,55.09,35.75,44.22,46.62,6.63,7.38,10.21,10.57,73.08,59.8,2.73,2.81,6.5,6.5,1.85
12M 2017,54.65,36.33,48.71,42.27,6.68,6.63,10.05,8.75,57.81,55.84,2.66,2.62,5.86,5.86,2.0
12M 2018,50.46,37.25,43.46,44.25,7.23,7.02,9.8,8.58,51.28,44.63,2.79,2.64,5.78,5.78,2.05
12M 2019,46.34,38.07,40.87,43.54,7.88,7.2,9.59,7.98,50.88,50.82,2.88,2.67,5.84,5.84,2.06
12M 2020,45.43,33.64,37.92,41.15,8.04,9.26,10.85,12.42,46.69,47.08,2.48,2.45,4.71,4.71,2.35
12M 2021,35.66,28.79,31.06,33.39,10.23,9.31,12.68,9.12,62.78,62.83,2.79,2.57,5.39,5.39,1.97
12M 2022,40.03,48.15,37.17,51.01,9.12,8.47,7.58,6.68,72.34,71.97,2.6,2.49,5.42,5.42,1.96
12M 2023,47.24,42.43,37.54,52.13,7.73,6.95,8.6,12.24,73.95,72.7,2.36,2.25,4.95,4.95,1.92
12M 2024,51.13,25.05,33.81,42.37,7.14,6.84,14.57,12.12,71.93,66.87,2.31,2.2,5.1,5.1,1.86
