Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.36,0.65,0.49,2.8,0.0,0.0,0.4,0.17,1.72
12M 2009,1.27,0.61,0.61,3.17,0.0,0.0,0.54,0.19,2.07
12M 2010,1.17,0.56,0.91,3.63,0.0,0.0,0.85,0.25,2.51
12M 2011,1.18,0.54,1.0,3.78,0.0,0.0,0.94,0.26,2.66
12M 2012,1.1,0.57,1.33,4.34,0.0,0.0,1.21,0.31,3.22
12M 2013,1.07,0.56,1.46,4.84,0.0,0.0,1.38,0.3,3.72
12M 2014,1.13,0.58,1.1,4.51,0.0,0.0,1.03,0.24,3.4
12M 2015,1.09,0.51,1.31,4.6,0.0,0.0,1.22,0.28,3.48
12M 2016,1.26,0.6,0.7,3.22,0.0,0.0,0.65,0.22,2.15
12M 2017,1.16,0.6,0.97,3.7,0.0,0.0,0.91,0.26,2.6
12M 2018,1.24,0.59,0.83,3.23,0.0,0.0,0.8,0.26,2.14
12M 2019,1.14,0.53,0.96,3.62,0.0,0.0,0.92,0.27,2.53
12M 2020,1.09,0.51,1.0,4.0,0.0,0.0,0.94,0.25,2.92
12M 2021,1.09,0.45,1.11,4.04,0.0,0.0,1.08,0.27,2.96
12M 2022,1.05,0.4,1.2,4.17,0.0,0.0,1.14,0.29,3.09
12M 2023,1.05,0.42,0.87,3.42,0.0,0.0,0.82,0.26,2.36
12M 2024,1.01,0.38,1.04,3.55,0.0,0.0,1.0,0.29,2.49
