Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.90 B,21.42,7.89,0.18,,5.06%,14.18%,38.50%,4.81
12M 2009,2.90 B,4.94,20.24,0.10,,1.03%,3.27%,8.59%,1.44
12M 2010,2.90 B,12.92,8.28,0.09,,2.19%,7.96%,13.53%,2.17
12M 2011,2.90 B,23.16,9.89,0.16,,3.34%,12.61%,18.53%,2.70
12M 2012,2.90 B,19.81,11.56,0.13,,2.28%,9.92%,18.24%,2.32
12M 2013,2.90 B,24.58,7.32,0.08,,2.29%,11.07%,18.61%,2.17
12M 2014,2.90 B,36.14,15.88,0.24,,3.16%,14.27%,23.54%,2.37
12M 2015,2.90 B,14.03,28.30,0.16,,1.15%,5.30%,13.88%,1.49
12M 2016,4.05 B,17.84,29.43,0.27,,1.71%,5.49%,13.68%,1.98
12M 2017,4.05 B,19.21,23.63,0.20,,1.52%,5.60%,12.00%,2.04
12M 2018,4.46 B,17.46,31.21,0.23,356.52 B,1.35%,4.34%,11.84%,1.98
12M 2019,4.46 B,13.64,32.99,0.17,372.12 B,0.92%,3.34%,10.54%,1.63
12M 2020,4.46 B,13.57,28.45,0.14,543.33 B,0.79%,3.18%,10.56%,1.53
12M 2021,4.46 B,47.44,10.33,0.16,778.39 B,2.49%,10.05%,13.61%,2.24
12M 2022,4.46 B,53.63,15.20,0.25,925.11 B,2.48%,10.35%,14.40%,2.26
12M 2023,5.68 B,32.10,18.85,0.22,895.08 B,1.61%,5.52%,10.99%,1.88
12M 2024,5.68 B,32.52,14.94,0.17,981.12 B,1.50%,5.34%,9.93%,1.76
