Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,15 B,,(110 B),-37.83
12M 2009,6 B,(63 B),(57 B),-19.65
12M 2010,(58 B),,(158 B),-54.44
12M 2011,11 B,(103 B),(92 B),-31.67
12M 2012,125 B,(284 B),(160 B),-55.15
12M 2013,(25 B),(111 B),(136 B),-46.93
12M 2014,119 B,(113 B),5 B,1.83
12M 2015,93 B,(192 B),(100 B),-34.43
12M 2016,(166 B),(129 B),(295 B),-72.73
12M 2017,60 B,(382 B),(322 B),-79.47
12M 2018,(129 B),(311 B),(440 B),-98.68
12M 2019,227 B,(408 B),(181 B),-40.70
12M 2020,586 B,(580 B),6 B,1.34
12M 2021,83 B,(422 B),(339 B),-76.08
12M 2022,274 B,(186 B),(149 B),-33.34
12M 2023,486 B,"(1,174 B)",(688 B),-121.11
12M 2024,203 B,,(445 B),-78.37
