Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.61,,4.97,,10.8,,2.2,11.33,11.33,1.36
12M 2009,45.64,72.68,72.55,45.77,8.0,7.57,5.02,4.79,10.32,9.88,2.2,2.08,13.34,13.34,1.27
12M 2010,47.52,73.56,74.83,46.25,7.68,6.97,4.96,4.63,10.44,9.53,2.17,1.99,18.45,18.45,1.17
12M 2011,46.21,73.68,71.1,48.79,7.9,7.85,4.95,4.66,10.86,10.35,2.24,2.15,18.44,18.44,1.18
12M 2012,46.51,70.74,72.85,44.4,7.85,7.69,5.16,5.24,9.14,7.53,2.18,2.05,30.33,30.33,1.1
12M 2013,47.06,64.54,72.77,38.83,7.76,7.27,5.66,5.16,9.05,8.7,2.25,2.1,40.77,40.77,1.07
12M 2014,52.56,70.21,81.1,41.67,6.94,7.04,5.2,5.11,10.17,10.99,2.18,2.2,24.15,24.15,1.13
12M 2015,51.91,77.14,86.23,42.82,7.03,7.77,4.73,4.63,10.02,9.27,2.08,2.07,34.04,34.04,1.09
12M 2016,49.17,81.82,84.11,46.88,7.42,7.14,4.46,4.32,9.41,9.06,2.0,1.91,12.1,12.1,1.26
12M 2017,50.16,77.61,80.3,47.47,7.28,6.76,4.7,4.56,9.02,8.31,1.99,1.88,18.58,18.58,1.16
12M 2018,48.41,79.54,79.32,48.63,7.54,7.66,4.59,4.1,8.13,7.74,1.92,1.8,13.37,13.37,1.24
12M 2019,45.2,84.37,82.63,46.94,8.07,7.85,4.33,4.14,7.63,7.33,1.87,1.79,21.24,21.24,1.14
12M 2020,45.84,85.24,89.62,41.46,7.96,7.9,4.28,4.4,5.39,5.29,1.71,1.65,33.79,33.79,1.09
12M 2021,40.54,84.14,81.67,43.01,9.0,9.1,4.34,3.92,4.4,4.12,1.69,1.61,32.26,32.26,1.09
12M 2022,38.13,94.33,80.0,52.46,9.57,9.49,3.87,3.62,4.19,4.03,1.62,1.54,56.06,56.06,1.05
12M 2023,38.19,98.75,84.17,52.77,9.56,9.31,3.7,3.78,3.76,3.44,1.49,1.42,49.91,49.91,1.05
12M 2024,37.33,104.18,84.88,56.63,9.78,9.76,3.5,3.25,3.27,3.14,1.38,1.32,199.73,199.73,1.01
