Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.43,1.02,1.41,2.86,0.0,0.0,1.36,0.49,1.86
12M 2009,1.91,1.21,0.57,1.9,0.0,0.0,0.52,0.3,0.9
12M 2010,1.85,1.18,0.67,2.05,0.0,0.0,0.6,0.33,1.05
12M 2011,1.58,0.91,1.04,2.43,0.0,0.0,0.96,0.43,1.43
12M 2012,1.6,1.0,0.79,2.21,0.0,0.0,0.71,0.36,1.21
12M 2013,1.53,0.96,0.87,2.3,0.0,0.0,0.81,0.38,1.3
12M 2014,1.95,1.2,0.37,1.68,0.0,0.0,0.33,0.22,0.68
12M 2015,2.62,1.83,0.25,1.44,0.0,0.0,0.13,0.17,0.44
12M 2016,3.25,2.37,0.12,1.32,0.0,0.0,-0.12,0.09,0.32
12M 2017,3.12,2.22,0.17,1.34,0.0,0.0,-0.06,0.13,0.34
12M 2018,2.15,1.49,0.33,1.56,0.0,0.0,0.19,0.21,0.56
12M 2019,2.51,1.8,0.25,1.47,0.0,0.0,0.09,0.17,0.47
12M 2020,3.48,2.62,0.1,1.32,0.0,0.0,-0.12,0.08,0.32
12M 2021,2.46,1.7,0.25,1.53,0.0,0.0,-0.13,0.16,0.53
12M 2022,2.73,1.88,0.18,1.46,0.0,0.0,-0.12,0.12,0.46
12M 2023,3.17,2.45,0.12,1.4,0.0,0.0,-0.3,0.08,0.4
12M 2024,3.22,2.36,0.11,1.4,0.0,0.0,-0.31,0.08,0.4
