Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(61 B),(10 B),(72 B),-33.81
12M 2009,80 B,(11 B),69 B,261.27
12M 2010,6 B,(18 B),(11 B),0.00
12M 2011,(36 B),(24 B),(59 B),0.00
12M 2012,26 B,(6 B),21 B,85.85
12M 2013,13 B,(16 B),(2 B),0.00
12M 2014,93 B,(31 B),62 B,303.25
12M 2015,69 B,(14 B),55 B,0.00
12M 2016,140 B,(28 B),112 B,-91.26
12M 2017,53 B,(6 B),47 B,152.50
12M 2018,(13 B),(17 B),(30 B),-97.61
12M 2019,6 B,(14 B),(9 B),-28.75
12M 2020,82 B,(9 B),73 B,236.68
12M 2021,119 B,(2 B),116 B,379.15
12M 2022,(73 B),(5 B),(77 B),0.00
12M 2023,117 B,(1 B),116 B,0.00
12M 2024,24 B,(4 B),20 B,65.19
