Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,2.00 B,47.04,0.00,0.00,,8.40%,45.30%,66.86%,36.48
12M 2012,2.27 B,22.03,27.24,1.07,,3.57%,12.86%,23.34%,6.08
12M 2013,2.27 B,2.70,105.56,0.64,,0.42%,1.28%,8.70%,1.17
12M 2014,2.27 B,2.82,60.99,0.42,,0.42%,1.30%,5.87%,1.52
12M 2015,2.27 B,-36.92,-3.98,0.52,,-6.13%,-18.08%,-8.97%,-2.03
12M 2016,2.27 B,-34.27,-2.86,0.40,,-6.75%,-20.87%,-7.18%,-1.18
12M 2017,2.27 B,9.04,12.50,0.26,,1.70%,5.21%,9.69%,2.41
12M 2018,2.27 B,18.58,8.67,0.25,106.99 B,2.61%,9.17%,14.39%,7.13
12M 2019,2.27 B,0.58,205.17,0.27,66.76 B,0.08%,0.30%,5.63%,1.41
12M 2020,2.27 B,-67.13,-1.76,0.36,(51.71 B),-9.53%,-49.78%,-17.65%,-1.62
12M 2021,2.27 B,85.17,2.79,0.32,270.56 B,11.63%,38.43%,45.65%,6.18
12M 2022,2.27 B,27.25,12.92,0.32,139.80 B,2.13%,10.70%,11.07%,6.33
12M 2023,2.27 B,-37.30,-4.21,0.18,35.05 B,-2.42%,-17.74%,0.00%,-1.13
12M 2024,2.27 B,-24.92,-6.82,0.18,227.83 B,-1.67%,-14.52%,12.74%,0.48
