Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2006,,,,,,,,,,,,,-5.17,,0.51
12M 2007,11.71,,,,31.17,,,,0.61,,0.51,,-1.5,,0.24
12M 2008,18.34,,,,19.9,18.81,,,0.62,0.53,0.51,0.44,-4.87,-4.87,0.6
12M 2009,16.46,,,,22.18,38.44,,,0.59,0.58,0.49,0.49,-3.43,-3.43,0.33
12M 2010,8.25,,,,44.24,36.38,,,0.75,0.75,0.64,0.64,-7.48,-7.48,0.49
12M 2011,10.74,,,,33.98,30.16,,,0.77,0.75,0.64,0.62,-3.5,-3.5,0.39
12M 2012,10.01,,,,36.47,39.87,,,0.76,0.72,0.63,0.59,-4.13,-4.13,0.42
12M 2013,15.62,,,,23.37,18.05,,,0.7,0.69,0.56,0.54,-10.19,-10.19,0.74
12M 2014,19.02,,,,19.19,20.58,,,0.7,0.67,0.45,0.39,-11.23,-11.23,0.86
12M 2015,16.18,,,,22.56,21.79,,,0.66,0.68,0.37,0.39,-4.09,-4.09,0.64
12M 2016,13.12,,,,27.81,35.58,,,0.64,0.65,0.38,0.39,-2.78,-2.78,0.47
12M 2017,9.59,,,,38.08,35.69,,,0.67,0.67,0.41,0.42,-2.84,-2.84,0.47
12M 2018,9.02,,,,40.45,41.38,,,0.64,0.62,0.4,0.39,-2.64,-2.64,0.45
12M 2019,8.95,,,,40.79,41.41,,,0.64,0.61,0.42,0.41,-1.78,-1.78,0.34
12M 2020,7.81,,,,46.72,58.56,,,0.58,0.53,0.4,0.38,-2.3,-2.3,0.4
12M 2021,6.65,,,,54.89,52.51,,,0.54,0.53,0.38,0.38,-2.02,-2.02,0.37
12M 2022,7.91,,,,46.16,41.02,,,0.52,0.5,0.36,0.34,-1.83,-1.83,0.39
12M 2023,11.99,,,,30.44,25.41,,,0.52,0.51,0.37,0.37,-2.49,-2.49,0.36
12M 2024,17.24,,,,21.17,21.66,,,0.55,0.56,0.4,0.4,-2.73,-2.73,0.4
