Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2006,0.51,0.5,1.26,2.95,0.0,0.0,1.12,0.43,1.95
12M 2007,0.24,0.23,2.16,4.21,0.0,0.0,1.98,0.51,3.21
12M 2008,0.6,0.58,4.35,6.71,0.0,0.0,4.08,0.65,5.71
12M 2009,0.33,0.33,1.56,3.11,0.0,0.0,1.47,0.5,2.11
12M 2010,0.49,0.47,0.88,2.33,0.0,0.0,0.85,0.38,1.33
12M 2011,0.39,0.38,0.79,2.28,0.0,0.0,0.72,0.35,1.28
12M 2012,0.42,0.41,0.88,2.31,0.0,0.0,0.83,0.38,1.31
12M 2013,0.74,0.73,1.17,2.63,0.0,0.0,1.08,0.44,1.63
12M 2014,0.86,0.86,1.83,4.56,0.0,0.0,1.33,0.4,3.56
12M 2015,0.64,0.64,1.59,4.18,0.0,0.0,1.36,0.38,3.18
12M 2016,0.47,0.46,0.87,2.59,0.0,0.0,0.8,0.33,1.59
12M 2017,0.47,0.46,0.9,2.6,0.0,0.0,0.78,0.34,1.6
12M 2018,0.45,0.44,1.26,3.14,0.0,0.0,1.2,0.4,2.14
12M 2019,0.34,0.33,1.41,3.28,0.0,0.0,1.32,0.43,2.28
12M 2020,0.4,0.39,1.76,3.54,0.0,0.0,1.6,0.5,2.54
12M 2021,0.37,0.36,1.77,3.62,0.0,0.0,1.64,0.49,2.62
12M 2022,0.39,0.38,1.71,3.4,0.0,0.0,1.51,0.5,2.4
12M 2023,0.36,0.34,1.74,3.33,0.0,0.0,1.71,0.52,2.32
12M 2024,0.4,0.39,1.77,3.31,0.0,0.0,1.72,0.53,2.3
