Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2006,7.09 B,91.94,31.53,3.56,,5.16%,15.23%,26.56%,3.30
12M 2007,7.09 B,35.37,76.68,2.41,,1.33%,5.62%,14.07%,2.24
12M 2008,7.09 B,-2.13,-556.34,0.70,,-0.05%,-0.35%,8.24%,1.27
12M 2009,7.09 B,239.31,9.94,1.23,,6.20%,19.27%,14.56%,2.52
12M 2010,8.51 B,339.83,19.23,3.18,,10.61%,24.68%,22.68%,5.93
12M 2011,8.52 B,332.23,16.79,2.54,,9.08%,20.67%,19.95%,5.96
12M 2012,8.53 B,324.25,21.67,2.86,,7.80%,17.99%,17.71%,5.56
12M 2013,8.53 B,121.02,52.97,2.57,,2.56%,6.75%,5.62%,1.66
12M 2014,8.53 B,-104.41,-57.44,2.18,,-1.40%,-6.38%,1.06%,0.27
12M 2015,8.54 B,-2.97,-1514.81,1.68,,-0.04%,-0.18%,6.87%,1.74
12M 2016,10.69 B,35.13,65.76,1.16,,0.68%,1.77%,4.04%,0.94
12M 2017,10.69 B,35.11,84.31,1.38,,0.67%,1.73%,4.07%,1.08
12M 2018,10.69 B,-308.47,-6.42,0.92,"8,849.94 B",-5.72%,-17.97%,-6.68%,-1.59
12M 2019,10.69 B,66.67,47.25,1.34,"10,637.68 B",1.14%,3.73%,7.86%,1.46
12M 2020,10.71 B,34.71,78.65,1.12,"15,086.77 B",0.55%,1.94%,5.83%,0.99
12M 2021,10.72 B,120.08,26.40,1.27,"13,949.66 B",1.77%,6.41%,7.92%,1.68
12M 2022,13.13 B,84.51,25.32,0.96,"14,604.39 B",1.27%,4.33%,7.12%,1.45
12M 2023,13.13 B,96.82,20.66,0.81,"16,332.49 B",1.45%,4.82%,7.37%,1.61
12M 2024,13.13 B,138.56,16.24,0.86,"18,199.37 B",2.11%,6.98%,8.68%,1.85
